지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),합계 일조시간(hr),월
133,대전,2011-03-06,4.7,-1.0,11.4,,7.3,3
133,대전,2011-03-07,2.7,-0.7,7.1,,9.4,3
133,대전,2011-03-08,2.9,-2.2,9.0,0.0,8.7,3
133,대전,2011-03-09,1.7,-1.5,6.0,0.0,8.1,3
133,대전,2011-03-10,2.4,-3.4,8.0,,9.9,3
133,대전,2011-03-11,5.7,-0.6,12.6,,10.5,3
133,대전,2011-03-12,8.7,2.3,15.8,,9.1,3
133,대전,2011-03-13,10.1,2.2,17.4,,6.7,3
133,대전,2011-03-14,9.4,5.4,17.3,,4.1,3
133,대전,2011-03-15,3.4,-1.4,8.9,,8.5,3
133,대전,2011-03-16,0.4,-3.4,5.1,0.0,6.5,3
133,대전,2011-03-17,2.5,-2.7,8.8,,10.9,3
133,대전,2011-03-18,5.7,-3.3,14.2,,6.7,3
133,대전,2011-03-19,11.2,5.8,17.1,,5.5,3
133,대전,2011-03-20,5.4,3.4,9.5,13.5,0.3,3
133,대전,2011-03-21,8.1,3.9,13.4,,2.5,3
133,대전,2011-03-22,2.9,-0.8,7.7,,9.8,3
133,대전,2011-03-23,2.9,-2.6,8.6,,11.2,3
133,대전,2011-03-24,3.9,1.1,9.9,2.5,6.3,3
133,대전,2011-03-25,2.7,-0.2,6.7,,10.1,3
133,대전,2011-03-26,3.6,-2.6,9.4,,9.9,3
133,대전,2011-03-27,5.5,-2.4,11.5,,8.8,3
133,대전,2011-03-28,7.4,2.7,12.7,,8.8,3
133,대전,2011-03-29,4.9,-1.6,11.8,,8.7,3
133,대전,2011-03-30,7.4,1.6,14.7,,11.1,3
133,대전,2011-03-31,10.1,1.1,20.3,,9.8,3
133,대전,2011-04-01,10.6,1.7,19.3,,11.4,4
133,대전,2011-04-02,9.4,5.2,13.9,0.5,0.5,4
133,대전,2011-04-03,8.6,5.9,13.3,1.5,3.1,4
133,대전,2011-04-04,10.3,4.2,16.7,0.0,9.8,4
133,대전,2011-04-05,10.8,1.7,19.5,,11.6,4
133,대전,2011-04-06,11.4,2.1,19.7,0.1,7.8,4
133,대전,2011-04-07,11.1,8.6,14.2,17.5,0.0,4
133,대전,2011-04-08,12.3,8.4,18.5,0.5,9.2,4
133,대전,2011-04-09,11.4,3.4,18.6,,11.0,4
133,대전,2011-04-10,11.8,5.3,19.6,0.5,6.7,4
133,대전,2011-04-11,10.2,5.8,15.3,3.0,11.1,4
133,대전,2011-04-12,10.0,2.3,18.0,,11.9,4
133,대전,2011-04-13,11.1,2.6,18.6,,11.5,4
133,대전,2011-04-14,12.4,3.0,20.6,,9.9,4
133,대전,2011-04-15,16.3,11.6,23.6,0.0,8.4,4
133,대전,2011-04-16,12.9,6.2,20.6,,11.9,4
133,대전,2012-02-01,-7.4,-10.4,-1.9,0.0,7.8,2
133,대전,2012-02-02,-11.0,-14.1,-6.5,0.1,7.6,2
133,대전,2012-02-03,-7.2,-13.7,-1.6,0.0,8.7,2
133,대전,2012-02-04,-1.5,-6.0,3.5,0.1,7.1,2
133,대전,2012-02-05,-0.7,-4.7,5.3,,5.3,2
133,대전,2012-02-06,0.6,-4.3,5.0,,0.0,2
133,대전,2012-02-07,-4.8,-9.5,2.3,0.0,9.1,2
133,대전,2012-02-08,-6.8,-11.7,-2.0,0.1,5.9,2
133,대전,2012-02-09,-2.9,-8.9,1.8,0.2,8.4,2
133,대전,2012-02-10,-1.0,-5.7,4.1,,6.6,2
133,대전,2012-02-11,-2.7,-8.4,3.2,,9.7,2
133,대전,2012-02-12,-0.2,-7.0,5.8,,8.7,2
133,대전,2012-02-13,2.8,0.2,7.2,,1.1,2
133,대전,2012-02-14,3.5,-0.4,9.0,,5.2,2
133,대전,2012-02-15,1.3,-1.7,6.4,,6.5,2
133,대전,2012-02-16,-0.5,-5.0,5.0,0.1,9.3,2
133,대전,2012-02-17,-3.9,-6.3,0.4,0.0,8.6,2
133,대전,2012-02-18,-5.1,-9.5,-0.2,,9.0,2
133,대전,2012-02-19,-3.4,-9.3,2.9,0.0,10.0,2
133,대전,2012-02-20,-0.9,-9.2,7.1,,9.1,2
133,대전,2012-02-21,1.4,-5.1,6.9,,2.7,2
133,대전,2012-02-22,5.0,-1.1,11.5,,6.3,2
133,대전,2012-02-23,5.3,1.8,8.9,0.0,4.9,2
133,대전,2012-02-24,5.0,-1.5,11.0,0.4,5.5,2
133,대전,2012-02-25,1.3,-1.7,4.4,1.5,0.0,2
133,대전,2012-02-26,-1.2,-3.8,3.5,,3.2,2
133,대전,2012-02-27,-0.7,-7.2,5.9,,10.2,2
133,대전,2012-02-28,1.9,-4.2,6.9,,0.0,2
133,대전,2012-02-29,5.5,-2.4,13.5,,9.6,2
133,대전,2012-03-01,8.4,1.5,15.7,,8.8,3
133,대전,2012-03-02,6.6,5.3,8.0,1.0,0.0,3
133,대전,2012-03-03,7.3,2.6,12.7,,6.7,3
133,대전,2012-03-04,5.7,3.2,7.6,0.5,0.1,3
133,대전,2012-03-05,4.9,3.5,6.1,13.5,0.0,3
133,대전,2012-03-06,5.0,3.1,6.9,3.5,0.9,3
133,대전,2012-03-07,4.2,1.1,8.4,,3.3,3
133,대전,2012-03-08,2.7,-1.2,9.6,,7.1,3
133,대전,2012-03-09,4.0,-2.3,10.6,,8.6,3
133,대전,2012-03-10,4.3,0.3,10.0,,5.7,3
133,대전,2012-03-11,-0.1,-3.4,2.6,0.0,8.7,3
133,대전,2012-03-12,-0.5,-5.4,5.2,,10.6,3
133,대전,2012-03-13,1.9,-4.1,8.2,,8.8,3
133,대전,2012-03-14,4.4,-2.6,10.3,,7.2,3
133,대전,2012-03-15,7.0,0.1,13.5,,10.2,3
133,대전,2012-03-16,7.7,6.0,10.8,3.0,0.0,3
133,대전,2012-03-17,9.2,7.4,10.8,1.5,0.0,3
133,대전,2012-03-18,7.2,2.3,11.1,,3.9,3
133,대전,2012-03-19,3.2,-1.1,8.4,,6.0,3
133,대전,2012-03-20,3.1,-3.3,9.8,,10.9,3
133,대전,2012-03-21,5.2,-2.3,12.9,,10.9,3
133,대전,2012-03-22,7.3,3.5,12.0,3.0,0.2,3
133,대전,2012-03-23,6.3,3.8,7.4,16.5,0.0,3
133,대전,2012-03-24,4.4,2.3,8.4,0.4,5.4,3
133,대전,2012-03-25,4.0,1.0,8.4,,8.0,3
133,대전,2012-03-26,4.9,-0.7,11.3,,11.4,3
133,대전,2012-03-27,7.4,-1.5,14.3,,10.0,3
133,대전,2012-03-28,10.8,5.2,17.2,,9.1,3
133,대전,2012-03-29,12.4,2.4,20.1,4.0,7.7,3
133,대전,2012-03-30,11.2,6.1,15.7,7.5,0.0,3
133,대전,2012-03-31,6.2,2.1,11.1,0.2,9.2,3
133,대전,2012-04-01,5.5,-0.9,12.0,,11.1,4
133,대전,2012-04-02,10.8,1.3,17.8,0.5,2.4,4
133,대전,2012-04-03,6.6,2.7,13.8,15.0,3.2,4
133,대전,2012-04-04,8.5,2.1,15.6,,10.1,4
133,대전,2012-04-05,7.8,2.6,14.3,,11.2,4
133,대전,2012-04-06,6.5,2.3,12.1,,10.5,4
133,대전,2012-04-07,7.6,0.7,14.6,,11.7,4
133,대전,2012-04-08,13.5,4.5,19.6,,11.0,4
133,대전,2012-04-09,16.7,13.6,21.6,0.0,4.8,4
133,대전,2012-04-10,14.1,12.3,17.0,2.0,0.0,4
133,대전,2012-04-11,13.1,6.9,18.3,0.3,2.6,4
133,대전,2012-04-12,10.2,4.4,16.6,,6.8,4
133,대전,2012-04-13,10.7,7.5,15.8,0.5,0.0,4
133,대전,2012-04-14,13.3,5.9,21.3,,11.2,4
133,대전,2012-04-15,15.7,8.0,24.7,,10.3,4
133,대전,2013-02-01,8.3,6.7,11.5,32.2,0.0,2
133,대전,2013-02-02,1.4,-4.1,7.3,,8.5,2
133,대전,2013-02-03,-1.6,-5.1,0.6,3.5,0.0,2
133,대전,2013-02-04,0.5,-2.2,4.2,8.4,5.3,2
133,대전,2013-02-05,-0.1,-3.5,2.8,3.4,0.0,2
133,대전,2013-02-06,0.1,-1.3,1.9,4.0,2.2,2
133,대전,2013-02-07,-7.4,-12.0,-0.6,0.0,8.2,2
133,대전,2013-02-08,-9.4,-14.7,-4.2,,9.5,2
133,대전,2013-02-09,-6.1,-11.4,-0.7,,9.5,2
133,대전,2013-02-10,-2.8,-7.9,1.9,0.0,2.6,2
133,대전,2013-02-11,-3.7,-9.5,0.9,,9.6,2
133,대전,2013-02-12,-2.4,-4.7,1.9,0.0,0.1,2
133,대전,2013-02-13,-1.0,-6.1,5.0,,9.2,2
133,대전,2013-02-14,1.7,-3.2,7.3,,8.3,2
133,대전,2013-02-15,0.4,-5.0,5.8,,8.5,2
133,대전,2013-02-16,-1.9,-7.8,4.2,,10.2,2
133,대전,2013-02-17,1.8,-2.3,5.4,0.1,1.5,2
133,대전,2013-02-18,2.5,-1.3,7.5,0.0,3.9,2
133,대전,2013-02-19,-1.2,-4.6,4.0,,8.0,2
133,대전,2013-02-20,-2.7,-9.1,3.7,,10.0,2
133,대전,2013-02-21,-0.3,-4.6,5.9,0.0,9.5,2
133,대전,2013-02-22,0.4,-2.6,3.3,2.6,0.1,2
133,대전,2013-02-23,-0.6,-6.4,5.1,,10.4,2
133,대전,2013-02-24,1.4,-4.8,7.5,,8.0,2
133,대전,2013-02-25,2.8,-3.5,10.0,,7.0,2
133,대전,2013-02-26,5.4,-0.4,9.9,,0.9,2
133,대전,2013-02-27,6.8,3.0,13.2,,9.2,2
133,대전,2013-02-28,8.7,-1.8,18.8,,8.5,2
133,대전,2013-03-01,3.3,-2.0,12.3,4.6,7.9,3
133,대전,2013-03-02,-0.1,-4.3,6.1,,10.5,3
133,대전,2013-03-03,1.3,-4.1,8.1,,10.6,3
133,대전,2013-03-04,3.5,-2.9,11.0,,9.8,3
133,대전,2013-03-05,4.5,-2.5,11.6,,10.1,3
133,대전,2013-03-06,8.9,-1.1,17.3,,8.9,3
133,대전,2013-03-07,10.2,5.5,13.6,2.4,3.5,3
133,대전,2013-03-08,9.4,2.8,16.8,,7.9,3
133,대전,2013-03-09,14.9,2.7,26.1,,10.0,3
133,대전,2013-03-10,4.6,-1.5,13.0,,10.8,3
133,대전,2013-03-11,5.2,-3.5,14.8,,11.2,3
133,대전,2013-03-12,9.3,0.2,16.3,2.5,5.2,3
133,대전,2013-03-13,6.1,0.2,11.2,17.7,0.7,3
133,대전,2013-03-14,5.4,0.5,11.3,,9.9,3
133,대전,2013-03-15,5.7,-1.2,13.6,,10.6,3
133,대전,2013-03-16,7.6,0.1,15.5,,10.6,3
133,대전,2013-03-17,9.5,0.7,19.9,11.6,6.6,3
133,대전,2013-03-18,8.5,6.7,11.3,13.7,0.5,3
133,대전,2013-03-19,11.4,6.6,16.0,,5.6,3
133,대전,2013-03-20,5.9,-2.3,12.4,0.2,5.0,3
133,대전,2013-03-21,2.8,-4.5,10.0,,11.3,3
133,대전,2013-03-22,4.8,-0.9,10.8,,3.8,3
133,대전,2013-03-23,7.6,0.4,16.0,,9.7,3
133,대전,2013-03-24,5.9,1.0,12.4,,10.3,3
133,대전,2013-03-25,3.5,-1.0,9.3,,11.5,3
133,대전,2013-03-26,5.4,-2.3,12.7,,10.6,3
133,대전,2013-03-27,9.5,1.7,17.4,,11.3,3
133,대전,2013-03-28,9.1,1.3,17.2,,8.6,3
133,대전,2013-03-29,6.5,1.0,13.3,,11.5,3
133,대전,2013-03-30,5.8,1.9,12.1,0.1,4.0,3
133,대전,2013-03-31,7.5,2.2,14.4,0.0,10.7,3
133,대전,2013-04-01,10.1,0.9,18.6,,7.2,4
133,대전,2013-04-02,7.2,5.5,9.1,0.6,0.2,4
133,대전,2013-04-03,10.2,4.2,17.7,,10.6,4
133,대전,2013-04-04,13.4,3.8,23.2,,11.2,4
133,대전,2013-04-05,15.4,6.9,22.6,,6.2,4
133,대전,2013-04-06,8.2,3.9,14.0,18.9,0.0,4
133,대전,2013-04-07,4.9,1.8,10.4,0.4,7.5,4
133,대전,2013-04-08,8.1,-0.2,15.7,,9.4,4
133,대전,2013-04-09,8.0,3.0,13.9,0.0,11.6,4
133,대전,2013-04-10,5.3,1.3,9.6,0.0,10.0,4
133,대전,2013-04-11,6.3,0.8,11.8,3.1,12.0,4
133,대전,2013-04-12,7.2,0.4,13.4,,11.8,4
133,대전,2013-04-13,13.1,2.0,20.9,,11.5,4
133,대전,2013-04-14,11.2,3.1,16.9,1.0,7.0,4
133,대전,2013-04-15,5.9,0.4,9.2,,2.7,4
133,대전,2013-04-16,16.9,4.4,26.7,,9.9,4
133,대전,2014-02-01,7.5,1.1,13.9,6.3,3.0,2
133,대전,2014-02-02,8.7,6.1,11.2,0.2,0.2,2
133,대전,2014-02-03,-0.2,-5.7,6.1,,3.2,2
133,대전,2014-02-04,-6.4,-10.7,-1.2,,9.6,2
133,대전,2014-02-05,-4.6,-9.0,1.0,,5.2,2
133,대전,2014-02-06,-0.6,-4.7,4.8,,4.6,2
133,대전,2014-02-07,2.7,-2.5,7.7,0.0,2.9,2
133,대전,2014-02-08,3.0,0.9,5.2,1.3,0.0,2
133,대전,2014-02-09,-0.2,-1.4,1.7,0.1,0.3,2
133,대전,2014-02-10,0.2,-2.2,3.2,0.6,2.2,2
133,대전,2014-02-11,1.1,-3.6,6.5,,9.8,2
133,대전,2014-02-12,2.6,-1.3,8.9,,8.0,2
133,대전,2014-02-13,2.8,-1.4,8.2,,4.3,2
133,대전,2014-02-14,2.4,-0.9,6.6,,5.8,2
133,대전,2014-02-15,2.5,-3.2,9.3,,9.9,2
133,대전,2014-02-16,2.8,-3.2,10.9,,4.6,2
133,대전,2014-02-17,4.6,1.0,9.2,0.0,0.0,2
133,대전,2014-02-18,3.7,0.4,7.2,,3.5,2
133,대전,2014-02-19,2.5,-2.2,8.7,,9.1,2
133,대전,2014-02-20,1.4,-3.0,7.7,,8.0,2
133,대전,2014-02-21,1.0,-4.7,7.9,,10.0,2
133,대전,2014-02-22,1.9,-4.5,8.7,,8.8,2
133,대전,2014-02-23,3.2,-3.5,10.8,,8.6,2
133,대전,2014-02-24,4.4,-2.4,11.9,,7.8,2
133,대전,2014-02-25,6.0,-1.5,13.6,,7.4,2
133,대전,2014-02-26,6.4,1.5,12.3,,0.0,2
133,대전,2014-02-27,9.1,3.8,15.6,,4.8,2
133,대전,2014-02-28,8.4,2.7,14.5,,6.1,2
133,대전,2014-03-01,7.9,4.4,10.7,,0.0,3
133,대전,2014-03-02,5.1,1.0,11.5,,9.6,3
133,대전,2014-03-03,4.8,-2.8,12.9,,10.5,3
133,대전,2014-03-04,5.3,-1.2,11.8,,3.8,3
133,대전,2014-03-05,2.9,-1.3,8.0,,10.3,3
133,대전,2014-03-06,1.2,-3.8,6.7,,10.1,3
133,대전,2014-03-07,0.9,-4.3,7.2,,10.6,3
133,대전,2014-03-08,2.7,-3.2,8.7,,8.7,3
133,대전,2014-03-09,2.3,-2.0,6.6,3.4,6.8,3
133,대전,2014-03-10,2.5,-4.5,10.1,,11.1,3
133,대전,2014-03-11,5.3,-3.2,13.8,,10.2,3
133,대전,2014-03-12,4.1,0.1,6.2,33.3,0.0,3
133,대전,2014-03-13,4.1,1.8,6.2,7.1,0.0,3
133,대전,2014-03-14,3.8,0.1,9.1,0.4,9.0,3
133,대전,2014-03-15,7.6,0.0,13.9,,10.1,3
133,대전,2014-03-16,12.2,7.6,18.6,,9.8,3
133,대전,2014-03-17,13.1,4.0,21.9,0.0,8.2,3
133,대전,2014-03-18,13.4,9.3,18.2,0.1,8.1,3
133,대전,2014-03-19,10.8,7.8,14.0,,0.4,3
133,대전,2014-03-20,7.1,2.3,10.3,0.9,5.2,3
133,대전,2014-03-21,5.5,0.3,11.2,,11.2,3
133,대전,2014-03-22,8.6,-0.2,16.4,,11.3,3
133,대전,2014-03-23,10.3,3.4,17.7,,10.5,3
133,대전,2014-03-24,10.6,1.0,17.4,,8.9,3
133,대전,2014-03-25,14.9,13.2,18.9,4.8,1.3,3
133,대전,2014-03-26,14.9,11.9,20.7,9.8,3.3,3
133,대전,2014-03-27,13.5,7.6,20.8,,7.1,3
133,대전,2014-03-28,17.4,9.4,25.7,,8.7,3
133,대전,2014-03-29,14.8,13.7,17.0,4.5,0.0,3
133,대전,2014-03-30,14.5,11.6,19.1,2.9,7.7,3
133,대전,2014-03-31,13.7,7.8,20.5,,7.7,3
133,대전,2014-04-01,14.8,6.1,23.7,,10.7,4
133,대전,2014-04-02,15.8,7.5,24.1,,10.5,4
133,대전,2014-04-03,11.6,5.0,20.7,2.5,7.0,4
133,대전,2014-04-04,7.3,1.8,13.6,,12.1,4
133,대전,2014-04-05,5.7,0.3,12.1,0.0,7.3,4
133,대전,2014-04-06,8.0,1.7,15.0,,12.2,4
133,대전,2014-04-07,11.6,5.8,19.5,,10.8,4
133,대전,2014-04-08,12.7,2.9,21.6,,11.7,4
133,대전,2014-04-09,13.7,5.6,22.6,,11.3,4
133,대전,2014-04-10,14.4,8.0,22.1,,7.9,4
133,대전,2014-04-11,14.3,10.2,19.5,0.0,1.9,4
133,대전,2014-04-12,15.1,11.7,19.8,0.5,2.3,4
133,대전,2014-04-13,15.4,11.6,21.7,0.0,6.0,4
133,대전,2014-04-14,15.3,5.4,24.6,,10.1,4
133,대전,2014-04-15,16.0,8.5,24.5,,9.3,4
133,대전,2014-04-16,17.5,11.9,24.4,,9.1,4
133,대전,2015-02-01,-2.3,-8.6,5.5,,9.6,2
133,대전,2015-02-02,-0.5,-5.8,6.7,,8.0,2
133,대전,2015-02-03,0.5,-5.2,7.1,,5.5,2
133,대전,2015-02-04,0.0,-4.1,4.9,0.0,4.7,2
133,대전,2015-02-05,0.5,-3.1,5.3,,7.4,2
133,대전,2015-02-06,1.4,-3.0,7.8,,9.3,2
133,대전,2015-02-07,1.7,-2.5,5.4,,3.2,2
133,대전,2015-02-08,-6.0,-8.8,2.8,,9.4,2
133,대전,2015-02-09,-4.5,-12.4,1.4,0.0,9.1,2
133,대전,2015-02-10,3.8,-0.5,9.2,,8.7,2
133,대전,2015-02-11,5.2,1.8,9.6,,6.0,2
133,대전,2015-02-12,-0.5,-4.1,4.4,,9.9,2
133,대전,2015-02-13,-0.8,-5.6,5.2,,10.0,2
133,대전,2015-02-14,2.4,-4.7,9.7,,7.9,2
133,대전,2015-02-15,6.1,0.0,11.7,2.3,0.5,2
133,대전,2015-02-16,4.8,4.4,6.2,17.0,0.0,2
133,대전,2015-02-17,3.1,1.5,5.6,0.0,1.7,2
133,대전,2015-02-18,1.8,1.1,4.2,,0.3,2
133,대전,2015-02-19,2.4,-1.9,8.7,,7.7,2
133,대전,2015-02-20,4.8,-3.2,12.3,,6.8,2
133,대전,2015-02-21,6.5,5.3,7.4,6.7,0.0,2
133,대전,2015-02-22,6.0,0.8,10.8,1.0,5.3,2
133,대전,2015-02-23,3.0,0.4,9.2,,6.9,2
133,대전,2015-02-24,3.5,-0.9,10.1,,8.4,2
133,대전,2015-02-25,5.8,-0.2,12.4,,4.1,2
133,대전,2015-02-26,3.3,-1.8,7.5,0.0,7.9,2
133,대전,2015-02-27,-0.4,-3.5,4.1,,9.6,2
133,대전,2015-02-28,2.1,-4.1,7.1,,0.3,2
133,대전,2015-03-01,3.0,-0.1,6.6,0.6,5.1,3
133,대전,2015-03-02,3.8,-3.1,11.0,,10.5,3
133,대전,2015-03-03,4.6,1.0,9.7,0.3,0.7,3
133,대전,2015-03-04,-0.4,-3.5,4.9,0.0,10.7,3
133,대전,2015-03-05,0.3,-6.0,6.9,,8.6,3
133,대전,2015-03-06,3.9,-4.0,12.1,,10.8,3
133,대전,2015-03-07,4.9,-2.4,12.6,,10.8,3
133,대전,2015-03-08,7.7,-2.1,16.8,,9.0,3
133,대전,2015-03-09,4.4,-4.1,11.0,,9.1,3
133,대전,2015-03-10,-1.7,-5.5,2.7,,11.0,3
133,대전,2015-03-11,2.1,-3.2,8.5,0.0,8.2,3
133,대전,2015-03-12,3.7,-2.5,10.6,,11.0,3
133,대전,2015-03-13,6.6,1.9,12.5,0.9,3.9,3
133,대전,2015-03-14,5.0,-2.9,12.3,,9.1,3
133,대전,2015-03-15,6.8,-1.7,15.9,,10.1,3
133,대전,2015-03-16,10.3,0.6,20.4,,9.3,3
133,대전,2015-03-17,13.0,3.9,20.9,,4.9,3
133,대전,2015-03-18,9.7,8.5,12.7,37.4,0.0,3
133,대전,2015-03-19,13.8,7.4,21.4,,11.0,3
133,대전,2015-03-20,14.0,8.9,21.7,,7.5,3
133,대전,2015-03-21,12.4,5.2,19.7,,9.7,3
133,대전,2015-03-22,9.7,3.1,17.2,,10.4,3
133,대전,2015-03-23,5.3,-0.4,11.7,,11.6,3
133,대전,2015-03-24,5.7,-1.4,13.6,,11.5,3
133,대전,2015-03-25,6.8,-2.1,15.6,,11.7,3
133,대전,2015-03-26,8.5,-0.7,17.8,,11.7,3
133,대전,2015-03-27,9.5,0.4,18.8,,10.4,3
133,대전,2015-03-28,10.6,0.6,20.2,0.0,9.3,3
133,대전,2015-03-29,12.9,8.4,19.7,0.0,6.3,3
133,대전,2015-03-30,14.8,6.0,23.4,,10.3,3
133,대전,2015-03-31,12.2,9.1,13.4,5.5,0.0,3
133,대전,2015-04-01,11.9,10.1,14.0,0.6,0.0,4
133,대전,2015-04-02,16.1,9.3,23.3,4.2,7.1,4
133,대전,2015-04-03,12.0,9.5,19.6,13.0,0.8,4
133,대전,2015-04-04,12.0,8.4,18.2,13.5,5.2,4
133,대전,2015-04-05,10.4,8.2,11.7,3.1,0.0,4
133,대전,2015-04-06,10.4,6.7,12.3,2.1,0.0,4
133,대전,2015-04-07,8.3,4.4,13.4,0.0,2.3,4
133,대전,2015-04-08,9.4,6.6,13.9,0.0,2.1,4
133,대전,2015-04-09,10.3,5.2,16.7,,10.1,4
133,대전,2015-04-10,11.5,4.0,19.0,,10.8,4
133,대전,2015-04-11,13.6,4.4,22.4,,11.4,4
133,대전,2015-04-12,13.0,6.5,18.3,,1.5,4
133,대전,2015-04-13,10.8,8.8,13.2,1.5,0.2,4
133,대전,2015-04-14,9.0,6.9,13.3,10.5,2.0,4
133,대전,2015-04-15,11.9,6.8,18.3,1.9,8.9,4
133,대전,2015-04-16,11.3,6.6,21.3,2.4,7.0,4
133,대전,2016-02-01,-3.9,-7.4,1.7,,9.3,2
133,대전,2016-02-02,-3.9,-9.7,2.6,,9.6,2
133,대전,2016-02-03,-1.9,-9.1,5.4,,9.5,2
133,대전,2016-02-04,-0.5,-6.3,5.9,,7.0,2
133,대전,2016-02-05,-0.7,-5.7,5.5,,9.5,2
133,대전,2016-02-06,-1.6,-4.6,3.4,0.0,9.5,2
133,대전,2016-02-07,-2.3,-9.1,4.9,,9.8,2
133,대전,2016-02-08,2.2,-5.7,8.1,,8.3,2
133,대전,2016-02-09,2.6,-1.0,7.8,,9.8,2
133,대전,2016-02-10,3.3,-4.6,12.7,,9.8,2
133,대전,2016-02-11,6.8,-1.8,14.7,0.4,4.1,2
133,대전,2016-02-12,10.0,7.7,11.9,16.8,0.0,2
133,대전,2016-02-13,13.0,9.0,18.7,8.3,2.4,2
133,대전,2016-02-14,-0.1,-3.6,8.9,0.0,2.8,2
133,대전,2016-02-15,-3.3,-6.7,0.8,0.0,9.1,2
133,대전,2016-02-16,-0.2,-3.7,4.4,0.6,5.0,2
133,대전,2016-02-17,0.9,-4.3,6.8,,10.0,2
133,대전,2016-02-18,3.8,-3.5,9.8,,8.2,2
133,대전,2016-02-19,3.5,0.0,6.3,,0.7,2
133,대전,2016-02-20,2.5,-1.0,8.9,,8.5,2
133,대전,2016-02-21,0.4,-3.7,5.8,,9.7,2
133,대전,2016-02-22,2.9,-1.4,7.0,,1.6,2
133,대전,2016-02-23,2.5,-2.7,8.1,0.7,7.0,2
133,대전,2016-02-24,-1.7,-6.5,4.1,,9.4,2
133,대전,2016-02-25,0.5,-5.7,6.1,,9.4,2
133,대전,2016-02-26,2.5,-0.1,5.9,3.8,0.5,2
133,대전,2016-02-27,5.4,1.5,11.3,2.6,7.3,2
133,대전,2016-02-28,2.2,-0.9,5.7,12.2,0.0,2
133,대전,2016-02-29,-2.7,-5.5,0.3,0.4,7.7,2
133,대전,2016-03-01,-1.4,-7.5,4.9,,10.6,3
133,대전,2016-03-02,3.0,-4.3,10.2,,10.6,3
133,대전,2016-03-03,7.4,-0.2,17.0,,6.8,3
133,대전,2016-03-04,9.8,5.4,13.0,8.0,0.0,3
133,대전,2016-03-05,12.2,7.7,18.0,26.7,1.5,3
133,대전,2016-03-06,10.3,6.5,14.7,0.0,7.0,3
133,대전,2016-03-07,9.0,3.4,16.3,,3.2,3
133,대전,2016-03-08,5.0,1.7,7.8,,0.0,3
133,대전,2016-03-09,2.2,-1.1,8.4,,8.3,3
133,대전,2016-03-10,0.3,-3.1,5.6,,10.1,3
133,대전,2016-03-11,0.6,-4.3,6.4,0.0,11.2,3
133,대전,2016-03-12,2.8,-5.0,10.2,,10.0,3
133,대전,2016-03-13,4.1,0.8,9.2,,0.7,3
133,대전,2016-03-14,4.4,0.3,10.2,,6.0,3
133,대전,2016-03-15,6.0,-2.7,14.0,,8.8,3
133,대전,2016-03-16,9.2,3.5,17.1,,9.3,3
133,대전,2016-03-17,10.1,-0.5,18.9,,9.1,3
133,대전,2016-03-18,11.0,8.4,13.9,5.6,0.1,3
133,대전,2016-03-19,11.0,6.8,18.2,,6.9,3
133,대전,2016-03-20,9.7,3.0,17.5,,10.2,3
133,대전,2016-03-21,9.5,2.3,17.4,,10.3,3
133,대전,2016-03-22,9.4,1.5,17.6,,10.9,3
133,대전,2016-03-23,8.3,4.6,14.5,,9.5,3
133,대전,2016-03-24,6.9,1.6,13.3,,9.4,3
133,대전,2016-03-25,6.8,1.2,13.3,,10.3,3
133,대전,2016-03-26,6.4,-0.2,12.9,,10.7,3
133,대전,2016-03-27,7.2,-0.3,15.1,,10.8,3
133,대전,2016-03-28,9.4,-0.3,17.9,,11.6,3
133,대전,2016-03-29,12.9,6.5,18.3,,5.9,3
133,대전,2016-03-30,14.4,7.6,22.9,,10.7,3
133,대전,2016-03-31,13.1,5.1,21.7,,7.8,3
133,대전,2016-04-01,15.0,4.8,25.4,,11.1,4
133,대전,2016-04-02,16.0,6.9,24.6,,9.8,4
133,대전,2016-04-03,13.4,10.8,16.4,2.5,0.4,4
133,대전,2016-04-04,13.5,10.1,18.3,,6.8,4
133,대전,2016-04-05,13.0,5.6,20.8,,11.8,4
133,대전,2016-04-06,13.9,5.5,23.7,4.4,6.0,4
133,대전,2016-04-07,13.2,9.1,18.6,20.1,4.4,4
133,대전,2016-04-08,14.0,8.3,21.8,,7.7,4
133,대전,2016-04-09,15.9,9.8,23.3,,8.4,4
133,대전,2016-04-10,16.6,10.7,24.6,,8.2,4
133,대전,2016-04-11,13.2,8.4,19.0,,11.4,4
133,대전,2016-04-12,14.8,7.5,22.1,0.0,9.8,4
133,대전,2016-04-13,14.4,11.9,19.0,28.1,2.5,4
133,대전,2016-04-14,15.4,10.5,21.3,,9.1,4
133,대전,2016-04-15,15.6,6.7,24.8,,11.8,4
133,대전,2017-02-01,-2.3,-6.6,3.8,0.0,7.4,2
133,대전,2017-02-02,-1.6,-9.0,5.7,,9.7,2
133,대전,2017-02-03,2.1,-3.2,8.6,,9.2,2
133,대전,2017-02-04,2.9,-3.3,8.1,0.0,2.3,2
133,대전,2017-02-05,3.2,1.2,5.5,0.5,0.0,2
133,대전,2017-02-06,0.0,-3.2,4.8,,8.7,2
133,대전,2017-02-07,-0.5,-4.7,5.8,,6.9,2
133,대전,2017-02-08,-0.1,-4.1,4.2,,1.9,2
