지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),합계 일조시간(hr),일 최심적설(cm),평균 전운량(1/10)
90,속초,2011-02-01,2.7,-1.8,7.6,4.6,2.2,25,42.8,9.4,,0
90,속초,2011-02-02,5.4,-1.9,11.8,6,1.8,11,26.3,8.4,,3
90,속초,2011-02-03,5.5,-.2,9.8,7,2.7,12,32.6,6.4,,1.5
90,속초,2011-02-04,4.5,.7,8.1,6.3,1.8,24,41.3,1.6,,5.8
90,속초,2011-02-05,2.6,-1.4,6.9,5.2,2,37,61,3.6,,5
90,속초,2011-02-06,5.5,-1.7,8.8,8.5,4,18,34.9,5.4,,3
90,속초,2011-02-07,2.2,-2.4,6,5.2,1.8,31,47.8,6.7,,4.3
90,속초,2011-02-08,1.9,-1,4.2,8.7,3.1,43,67.4,3.9,,7.5
90,속초,2011-02-09,.8,-.5,3.7,8,2.9,44,70.5,4.9,,8.4
90,속초,2011-02-10,-.5,-1.6,.7,3.8,2,41,72.3,0,1.8,10
90,속초,2011-02-11,-.6,-2.3,.9,4.5,2.5,78,90.8,0,34.3,10
90,속초,2011-02-12,-3.7,-8.4,-1,7.4,3.7,59,79.4,2.9,42.8,6.6
90,속초,2011-02-13,-3.9,-9,.4,3.5,1.8,38,64.4,5.8,35.5,5
90,속초,2011-02-14,-2.8,-5.7,-.4,5.4,2.1,77,85.5,0,45.3,8.6
90,속초,2011-02-15,-.2,-7.6,5.7,3.7,1.9,30,55.8,9.9,45,0
90,속초,2011-02-16,2.9,-2.6,8.3,3.7,1.8,20,49,9.1,30.4,4.3
90,속초,2011-02-17,1.9,-.5,4.4,5.7,2.5,66,74.9,0,26.3,7.9
90,속초,2011-02-18,1.3,-2.3,6.4,4.3,2.1,53,65.3,7.2,21.2,2
90,속초,2011-02-19,5.7,-2.5,12.1,4,1.8,15,33.4,10,16.3,.6
90,속초,2011-02-20,4.2,.9,8.6,2.9,1.7,23,59.9,7.6,12.8,3.5
90,속초,2011-02-21,2,-2,6.5,4.4,1.4,64,78.1,9.9,9.5,1
90,속초,2011-02-22,1.6,-1.7,5.2,3.6,1.3,77,87.9,5.2,7.5,2.9
90,속초,2011-02-23,2.6,-1.7,9,4.1,1.7,37,79.3,6.3,4,4.3
90,속초,2011-02-24,9.9,3,15.1,8.2,3.3,15,37.9,8.3,1.2,.8
90,속초,2011-02-25,3,-1.6,6.2,6.5,3.1,32,54.6,9.4,,2.5
90,속초,2011-02-26,2.2,-4,7.8,4.8,1.7,36,58.9,8.9,,4.5
90,속초,2011-02-27,1.5,.6,3.1,5.5,2.1,70,90.9,0,20.5,10
90,속초,2011-02-28,.2,-1.4,1.6,5.3,2.1,89,92.9,0,24.7,10
90,속초,2011-03-01,.6,-1.5,2.1,6,2.2,78,88.6,0,25.4,8.5
90,속초,2011-03-02,-.5,-4.4,3.3,7.1,2.3,24,47.5,9.9,22,1.8
90,속초,2011-03-03,-1.9,-5.9,1.9,4.9,2,29,47.3,10.5,17.3,.1
90,속초,2011-03-04,.8,-3.6,5.6,3.8,2.1,25,45.3,10.6,13.9,0
90,속초,2011-03-05,5.3,-2.6,9.1,7.5,3,22,33.6,6.6,10,3.4
90,속초,2011-03-06,6.5,1.4,10.8,6.6,2.9,21,39.6,5.6,9,4.8
90,속초,2011-03-07,2.9,-.9,5.2,4.5,2.5,33,44.4,9.5,5,2.8
90,속초,2011-03-08,3.9,-.9,9.4,6.7,3.2,17,29.3,9.7,4.4,1.4
90,속초,2011-03-09,2.3,-1.1,5.8,7.7,4,17,30.4,9.2,2,.3
90,속초,2011-03-10,4.1,-.5,8.1,8.3,3.7,19,30.4,9.5,,.6
90,속초,2011-03-11,6.6,2.6,12.3,6.8,3.6,13,28,10.6,,0
