지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),합계 일조시간(hr),일 최심적설(cm),평균 전운량(1/10)
90,속초,2009-02-01,3.4,1.5,6.1,2.9,1.6,63,74.5,1.8,,8
90,속초,2009-02-02,7.8,2,12.1,5.7,2.5,33,55.6,4.1,,6.6
90,속초,2009-02-03,3.6,2.3,8.1,5.9,2.1,50,80.8,0,,9.1
90,속초,2009-02-04,5.9,2.7,9.7,3.9,1.9,33,73.8,7.9,,4.3
90,속초,2009-02-05,7.2,3.2,10.3,6.8,3,35,49.8,5,,5
90,속초,2009-02-06,4,-.3,8.3,2.6,1.6,61,75.5,4,,4.5
90,속초,2009-02-07,7.1,2.2,10.9,8.7,3.2,27,41.3,4.9,,2.5
90,속초,2009-02-08,5.5,.8,9.8,4.8,2.2,23,50.9,8.9,,2
90,속초,2009-02-09,8.6,5.5,12.8,5,2.3,13,25.3,6.1,,4.5
90,속초,2009-02-10,6.8,3.2,10.9,5.3,2.4,30,43.1,8.3,,1.9
90,속초,2009-02-11,8.4,5.7,11.6,8.3,3.6,31,43.9,7.6,,2
90,속초,2009-02-12,6.4,2.2,10.6,3.3,1.4,36,63.1,.4,,6.4
90,속초,2009-02-13,5.6,4,7,7.7,3.3,88,91.9,0,,9.5
90,속초,2009-02-14,9.4,6.2,12.6,6,2.8,24,41.9,.3,,4.5
90,속초,2009-02-15,1.1,-3.6,6.8,9.1,4.2,13,37.5,4,,4.1
90,속초,2009-02-16,-3.2,-6.5,.9,8.5,4.3,11,19,10.1,,0
90,속초,2009-02-17,-1.7,-7.1,1.5,5.1,2.4,14,27,10.1,,0
90,속초,2009-02-18,.9,-1.9,5,5.4,2.3,11,22.5,5.4,,1.4
90,속초,2009-02-19,1.9,-.2,5.5,5.1,2.1,25,45,2.3,,8.6
90,속초,2009-02-20,1.7,-2.9,4.6,11.8,4.7,14,31.5,7.8,,3.4
90,속초,2009-02-21,1.3,-4.5,6.5,6.6,2,13,23.4,10.1,,.3
90,속초,2009-02-22,6.5,2.7,10,7,3.4,26,52.3,.2,,8.6
90,속초,2009-02-23,3.7,1.7,6.6,5.7,2.4,69,79.1,0,,9.8
90,속초,2009-02-24,7.8,2.2,12.2,5.1,2.1,46,68.4,2.7,,8.4
90,속초,2009-02-25,5.5,1.5,10.2,7.6,3.2,39,69.9,3.4,,9.3
90,속초,2009-02-26,3.8,.4,7.5,3.6,1.9,52,74.3,6.9,,6
90,속초,2009-02-27,3.9,.3,7.5,5.7,2.5,31,44.5,9.9,,3.4
90,속초,2009-02-28,3.5,0,7.4,9.7,3.6,44,68.3,7.4,,5.3
90,속초,2009-03-01,4.4,-.3,9.5,8.3,2.7,26,58.8,10.4,,1.6
90,속초,2009-03-02,2.9,-.1,6,5.9,2.3,56,71.6,2.1,,9.1
90,속초,2009-03-03,4.1,1.3,7.1,3.3,1.6,62,73.4,1.3,,7.9
90,속초,2009-03-04,4.6,.8,8.8,4.6,1.9,28,54.8,9.6,,1.6
90,속초,2009-03-05,5,1.2,7.4,3.3,1.7,49,72.5,0,,9.6
