지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
90,속초,2019-04-19,10.5,5.1,14.1,,5.6,3,52.8,8.8,
90,속초,2019-04-20,12.5,3.9,17.7,0,5.8,1.7,69.4,9.8,
90,속초,2019-04-21,13.4,9.8,18.7,,3.6,1.5,76.1,5,
90,속초,2019-04-22,12.7,8.1,17.6,,3.8,1.5,86,7.6,
90,속초,2019-04-23,15,10,18.1,,5.1,1.6,80.5,7.5,
90,속초,2019-04-24,15.1,11.9,21.9,2.5,8.9,2.4,86.6,3.5,
90,속초,2019-04-25,10.2,6.3,13.3,12.1,5.1,1.5,76,0,
90,속초,2019-04-26,7.6,6.8,9.1,26,5,2.2,87,0,
90,속초,2019-04-27,11,3.7,16.9,,3,1.4,66.1,10.8,
90,속초,2019-04-28,13.7,9.3,18.2,0,4,1.2,54.4,3.3,
90,속초,2019-04-29,11.9,7.9,16.2,,2.9,1,70.9,1.4,
90,속초,2019-04-30,12.4,7.1,17.4,,5,1.6,78.9,10.6,
93,북춘천,2019-02-01,-4,-13.6,3.9,,5.9,1.9,48.9,9.1,10.77
93,북춘천,2019-02-02,-2,-9.7,5,,2.3,.7,70.8,1.2,5.25
93,북춘천,2019-02-03,1,-.7,2.2,17.2,1.6,.5,92.6,0,.89
93,북춘천,2019-02-04,.2,-4.5,4.8,,5.4,2,42,9.2,10.4
93,북춘천,2019-02-05,-1,-7.5,8.1,,2.5,.7,62.8,7.5,9.47
93,북춘천,2019-02-06,2.1,-5.4,9.9,,3.1,.8,66.8,5.6,8.01
93,북춘천,2019-02-07,.2,-6.8,4.8,2.5,5.9,2.5,46.5,8.7,11.12
93,북춘천,2019-02-08,-4.9,-9.2,.3,,3.8,1,39.9,8.5,9.89
93,북춘천,2019-02-09,-4.3,-8.5,.2,,4,1.4,38.4,8.4,10.76
93,북춘천,2019-02-10,-4.8,-11.9,0,,2.3,.7,44.6,4.3,7.63
93,북춘천,2019-02-11,-3.7,-9.9,2.9,,4.1,1.4,42.9,9.8,12.18
93,북춘천,2019-02-12,-2.5,-8.1,3.8,,3.2,1,48.9,9.3,11.76
93,북춘천,2019-02-13,-4.1,-10,2.7,,5,.9,46.3,9.5,14.9
93,북춘천,2019-02-14,-2.6,-9.5,5.3,,3,.6,50.3,9.5,14.86
93,북춘천,2019-02-15,-1.3,-4.1,.7,2.1,4.9,1.2,76.5,.1,4.37
93,북춘천,2019-02-16,-4.1,-9.4,1.7,,4.2,1,65.8,8.8,15.1
93,북춘천,2019-02-17,-3.7,-10.8,4.9,,3.8,.8,58.9,10,16.93
93,북춘천,2019-02-18,-1.3,-9.8,5,,1.8,.4,53.9,7,12.93
93,북춘천,2019-02-19,.2,-1.3,1.7,5.7,1.7,.3,87.8,0,2.86
93,북춘천,2019-02-20,.5,-2.8,3.9,0,3.6,.9,75.3,1,7.52
93,북춘천,2019-02-21,-.5,-6.3,7.4,,1.8,.4,76.4,9.3,15.58
93,북춘천,2019-02-22,.8,-6.1,10.5,,2.2,.5,72,7.5,14.68
93,북춘천,2019-02-23,2.9,-4.5,12.5,,3.5,.7,63.1,10.1,16.71
93,북춘천,2019-02-24,3.2,-5.2,13.4,,5.4,1.1,60.9,10.2,17.2
93,북춘천,2019-02-25,3.1,-2.3,11.8,,2.6,.7,58.4,9.7,15.56
93,북춘천,2019-02-26,2.4,-5.7,12,,2.4,.6,57.6,9.7,18.48
93,북춘천,2019-02-27,6.3,-.3,13.4,,4,1,48.1,9.2,14.33
93,북춘천,2019-02-28,4.2,-3.1,13,,3.8,.6,56,8.6,14.15
93,북춘천,2019-03-01,3.6,-4.1,13.5,,3.4,.9,56.4,10.1,17
93,북춘천,2019-03-02,4.1,-4.5,14.8,,2.3,.5,53.3,9.5,16.83
93,북춘천,2019-03-03,5.4,-4.4,15.8,,2.2,.6,48.6,9.2,16.79
93,북춘천,2019-03-04,7.5,-.4,16.5,,4.4,1,48,10.3,17.18
93,북춘천,2019-03-05,5.6,-1.3,12.3,,3.5,.9,67.6,3.1,9.31
93,북춘천,2019-03-06,5.9,-.9,11.9,,4.1,.9,65.8,3,9.52
93,북춘천,2019-03-07,6.5,.2,13.5,0,4.4,1.3,54.3,7.9,15.88
93,북춘천,2019-03-08,4.1,-4.1,14,,5.3,1.2,52.9,10.8,19.24
93,북춘천,2019-03-09,3.9,-5.2,14,,3.5,.8,47.3,8.8,15.37
93,북춘천,2019-03-10,6.5,.1,14.3,,5.3,1.3,48.6,2.5,10.32
93,북춘천,2019-03-11,4.7,-3.4,12,,5.8,1.5,62.4,7.2,13
93,북춘천,2019-03-12,2.6,-1.4,7,.3,5.3,1.8,59.1,1.5,4.87
93,북춘천,2019-03-13,1.4,-5.7,8.5,,7.3,2.6,30.6,9.4,19.15
93,북춘천,2019-03-14,1.1,-7.3,8.6,.2,6,1.4,57.1,6.4,14.44
93,북춘천,2019-03-15,1.8,-3,9.3,2.1,5.9,.9,81.4,2.7,9.97
93,북춘천,2019-03-16,2.8,-.2,6.7,,4.5,1.6,71.9,2.8,10.63
93,북춘천,2019-03-17,3.4,-3.9,11.9,,5.6,1.6,58,10.5,20.81
93,북춘천,2019-03-18,5.3,-4.3,14.1,,4.8,1.2,50.1,10,17.98
93,북춘천,2019-03-19,8,-1.8,18.3,,3.5,.7,47.5,10.4,18.32
93,북춘천,2019-03-20,8.2,1.6,14,15.5,1.8,.5,76.6,0,6.64
93,북춘천,2019-03-21,7.6,-.2,12.7,7.5,7.3,2.2,71.8,2.7,4.52
93,북춘천,2019-03-22,2.7,-2.5,9.3,,4.4,1.2,52.9,7.2,19.16
93,북춘천,2019-03-23,1.2,-4.7,7.5,1.6,5.4,1.4,61.4,6.8,13.67
93,북춘천,2019-03-24,2.7,-5.3,11.3,,6.8,2,49,11.4,23.86
93,북춘천,2019-03-25,4.3,-.4,8.5,,1.8,.6,61.3,0,4.1
93,북춘천,2019-03-26,8.3,-.1,18,,5.2,1.3,48.4,9.9,21.71
93,북춘천,2019-03-27,10.2,1.5,17.5,0,7.6,2.1,62.9,1.7,6.88
93,북춘천,2019-03-28,10.5,3.6,15.5,,5.6,1.9,47.8,8.9,18.99
93,북춘천,2019-03-29,9.9,4.8,16,0,5.8,1.8,36.4,10.7,21.96
93,북춘천,2019-03-30,4.4,2.5,9.6,3.4,8.4,2.9,81,2,7.73
93,북춘천,2019-03-31,2.3,-2.4,5.7,.3,4.4,1.7,77.3,2,5.4
93,북춘천,2019-04-01,2.6,-5.1,10.8,,7,1.8,52.1,11.2,24.18
93,북춘천,2019-04-02,4.6,-4.3,12.7,,5.5,1.6,45.8,10.5,24.96
93,북춘천,2019-04-03,5.7,-3.5,14.6,,6.8,2.1,42.6,11.6,24.41
93,북춘천,2019-04-04,8,-2.5,17.7,,7.6,2.6,40.4,11.6,23.59
93,북춘천,2019-04-05,11.4,4.5,19.5,,6.8,2.7,32.3,7.3,18.65
93,북춘천,2019-04-06,7.6,1.5,13.1,9.3,4,1,53.4,1.9,7.56
93,북춘천,2019-04-07,9.8,4.3,19,,2.8,1,62.6,8.2,21.11
93,북춘천,2019-04-08,10.2,2.5,18.6,,6.3,1.6,35.4,11.5,25.36
93,북춘천,2019-04-09,7.6,1.6,15,11.7,5,1.4,55.1,1.8,7.74
93,북춘천,2019-04-10,6.2,2.1,9.6,3.8,3.8,1.6,82.1,.1,7.84
93,북춘천,2019-04-11,7.9,1.4,14.9,,2.4,.8,69.1,5.1,17.11
93,북춘천,2019-04-12,10.5,3.6,20,,4.5,1.4,51.6,10.3,22.76
93,북춘천,2019-04-13,10.4,1.6,18.8,,6.4,1.8,45.4,11.6,25.17
93,북춘천,2019-04-14,6.5,1.6,12.6,1.3,5.6,1.2,70.1,1.4,4.52
93,북춘천,2019-04-15,8.9,-1.9,20.5,,6.6,1.7,49,12,24.62
93,북춘천,2019-04-16,11.4,.5,22.7,,6,1.4,39.6,10.9,23.14
93,북춘천,2019-04-17,13.2,2.1,24.1,,6.6,1.9,43.3,11.5,25.82
93,북춘천,2019-04-18,11.5,5.8,16.5,,5.9,1.6,71.6,1.5,4.44
93,북춘천,2019-04-19,11.6,5.6,18.3,,4.5,1.4,54.3,6.2,16.08
93,북춘천,2019-04-20,12.9,2.6,21,0,6.3,1.9,64.4,8.5,21.04
93,북춘천,2019-04-21,16.8,12.9,23,,3.7,1.5,68.6,5.2,17.52
93,북춘천,2019-04-22,18.1,8,28.3,,2.6,.9,54.9,11.3,24.42
93,북춘천,2019-04-23,19.2,10.2,27.2,,4.1,1.2,55,6.1,17.45
93,북춘천,2019-04-24,19.6,14.5,26.2,3.8,3.3,.9,70.4,4.1,15.94
93,북춘천,2019-04-25,11.6,7.5,18.3,16.4,4.7,1.9,67.4,0,2.88
93,북춘천,2019-04-26,8.3,4.5,11.1,3.3,3.4,1.6,72.6,0,6.6
93,북춘천,2019-04-27,10.3,.7,18.9,,4.3,1.3,61.9,10.2,25.45
93,북춘천,2019-04-28,11.6,7.2,15.3,.1,3.5,1.2,66.6,.9,9.97
93,북춘천,2019-04-29,11,5.1,16.8,,2.3,.6,70.9,2.2,12.13
93,북춘천,2019-04-30,14.1,4.4,23.9,,5,1.1,64.3,11.1,23.38
95,철원,2019-02-01,-5.2,-15.2,2,,6,2.1,54.1,8.6,
95,철원,2019-02-02,-1.6,-9,5.2,,3.7,1,69.3,1,
95,철원,2019-02-03,1.9,-.7,3.9,15.1,4,.8,90,0,
95,철원,2019-02-04,-1.7,-5.9,2.4,,4.1,1.9,47.9,9,
95,철원,2019-02-05,-.4,-7.8,7.6,,4.9,1.1,61,5.5,
95,철원,2019-02-06,2.1,-6.2,8.8,,3.6,.9,68.8,5.4,
95,철원,2019-02-07,-2.3,-9.5,4.2,0,5.1,2.3,45.6,8.8,
95,철원,2019-02-08,-7.8,-12.3,-1.7,,3.4,1,47,8.7,
95,철원,2019-02-09,-7.4,-12.7,-1.7,,3.2,.8,44.9,8,
95,철원,2019-02-10,-7,-14.3,-1.7,,2.2,.7,47.1,4.2,
95,철원,2019-02-11,-4.9,-12.7,1.4,,3.7,1.2,42.5,9.6,
95,철원,2019-02-12,-4.6,-11.2,2.6,,3.8,.9,48.6,9,
95,철원,2019-02-13,-6,-12.2,1.4,,3.2,.9,47.4,8.9,.03
95,철원,2019-02-14,-3.8,-12.5,4.7,,2.8,.6,47.4,8.9,15.56
95,철원,2019-02-15,-3.1,-6,-.5,1.8,3.2,1.1,86.8,3.6,3.65
95,철원,2019-02-16,-5.6,-11.1,0,0,2.2,.6,81.9,8.1,5.57
95,철원,2019-02-17,-4.9,-13.5,2.8,,3.1,1.1,67.6,9.3,15.1
95,철원,2019-02-18,-2.3,-12,4.9,,1.8,.5,63.6,6.9,12.17
95,철원,2019-02-19,.1,-1.8,2,3.7,3.2,.7,91.3,2.3,3.31
95,철원,2019-02-20,.6,-1.2,3.5,0,2.9,1.3,78.4,4.9,8.18
95,철원,2019-02-21,-.3,-6.7,7.4,,1.8,.6,79,9.5,15.76
95,철원,2019-02-22,.7,-7,10.4,,2.3,.5,73.4,9,16.37
95,철원,2019-02-23,2.9,-5.1,13.2,,2.9,.8,58.1,9.6,17.87
95,철원,2019-02-24,2.9,-6.2,11.9,,4.2,1.1,59.5,9.7,17.76
95,철원,2019-02-25,1.7,-3.5,9.6,,3.5,.9,66.3,9.4,16.31
95,철원,2019-02-26,1.3,-7.3,10.8,,2.7,.6,58.8,9.3,18.84
95,철원,2019-02-27,4.5,-1.6,12.2,,3.1,.8,57.8,9.3,15.48
95,철원,2019-02-28,3,-4.2,11.7,,2.2,.6,64.5,9.1,14.24
95,철원,2019-03-01,3.3,-5.2,12.5,,2.5,.7,62.5,9.6,17.75
95,철원,2019-03-02,3.9,-4.6,13.9,,2.2,.6,58.8,9.8,17.26
95,철원,2019-03-03,5,-5,14.8,,2.1,.5,55.4,9.3,16.73
95,철원,2019-03-04,7.2,-1.4,15.7,,2.8,.8,55.1,9.6,17.33
95,철원,2019-03-05,5.1,-1.4,12.2,,2.8,1.1,78.4,5.2,10.94
95,철원,2019-03-06,4.6,-2,10.7,,4,1.1,80.3,5,10.14
95,철원,2019-03-07,4.7,-1.6,12.4,,3.8,1.5,69.3,10,16.59
95,철원,2019-03-08,3.2,-5.8,12.3,,4.2,1.2,54.8,10.1,20.58
95,철원,2019-03-09,2.6,-6.3,11.7,,3.1,.8,50.9,10,14.09
95,철원,2019-03-10,5.2,-.9,13.1,,5.5,2.2,56.9,4.8,10.74
95,철원,2019-03-11,3.3,-4.1,11.2,,4.2,1.1,74.6,6.9,13.66
95,철원,2019-03-12,2.7,-1.6,7.5,0,4.1,1.8,58.9,5.7,9.12
95,철원,2019-03-13,1.8,-4.2,7.2,,6.2,2.5,31.9,9.9,19.96
95,철원,2019-03-14,.4,-7.9,7.1,.7,4,1.2,66.6,8.8,14.63
95,철원,2019-03-15,1.5,-2.9,8.1,.6,4.8,.7,86.3,4.8,9.28
95,철원,2019-03-16,1.7,-2.1,7.4,0,3.8,1.3,86.6,6.1,11.87
95,철원,2019-03-17,4.1,-3.3,11.1,,2.9,1.2,66.3,10,21.37
95,철원,2019-03-18,4.3,-5.2,13.2,,4.1,1.3,57.9,10,18.16
95,철원,2019-03-19,7.2,-3.1,17.1,,3.4,.9,60.3,10.3,18.43
95,철원,2019-03-20,7.1,-.4,14.1,12.2,2.7,.8,90.1,1.7,6.7
95,철원,2019-03-21,6.3,1.2,11.1,6.6,5.2,2,85.5,2.9,6.31
95,철원,2019-03-22,1.6,-4,7.6,,3.5,1.3,59.9,10.7,23.33
95,철원,2019-03-23,.6,-5.3,6.4,.5,4.9,1.3,69.1,7.2,11.12
95,철원,2019-03-24,2,-6.2,9.2,,5.3,1.9,57.9,11.2,24.04
95,철원,2019-03-25,6.4,-.2,9.4,,4.1,1.9,69.4,0,4.23
95,철원,2019-03-26,9.5,3,16.6,,4.2,1.4,57.9,9.5,21.59
95,철원,2019-03-27,9.9,1.3,14.8,,6.3,2.2,79.8,2.9,6.12
95,철원,2019-03-28,9.3,4.6,13.4,,3.6,1.8,51.9,10.5,19.35
95,철원,2019-03-29,8,.5,14.2,,4.8,1.5,44.3,11.2,23.47
95,철원,2019-03-30,4,.8,8.4,2.5,5,2.2,87.4,3.3,8.64
95,철원,2019-03-31,2.5,-2.6,6.5,.2,3.8,1.5,70.6,3.7,5.54
95,철원,2019-04-01,2.6,-5.8,9.6,,4.7,1.6,58.8,10.6,22.35
95,철원,2019-04-02,3.7,-5.6,12,,4.7,1.4,51.3,10.9,24.35
95,철원,2019-04-03,5.2,-4.7,13.5,,4.6,1.6,44.3,5.6,11.04
95,철원,2019-04-04,7.6,-3,16,,6.4,2.5,46.3,11.7,23.55
95,철원,2019-04-05,10.1,3,17.3,0,4.8,2.3,43.4,9.2,21.74
95,철원,2019-04-06,5.7,.2,12.1,3.5,4.7,1.1,69.4,2.4,7.33
95,철원,2019-04-07,9.1,.7,18.3,,3.3,1.2,57.9,9.4,23.18
95,철원,2019-04-08,8.8,.4,16.2,,5.4,1.6,38.4,11.7,25.88
95,철원,2019-04-09,7.2,.6,15,5.4,6.3,1.9,57.9,3.4,8.82
95,철원,2019-04-10,5.7,1.4,9.2,2.2,5.8,2.3,89,3.3,7.79
95,철원,2019-04-11,7.7,-1.2,15.7,,3,.9,65.4,9.2,21.04
95,철원,2019-04-12,9.8,.6,18.3,,4.1,1.2,55.4,11.6,24.51
95,철원,2019-04-13,9.4,.4,17.3,,3.9,1.5,50.6,11.7,25.63
95,철원,2019-04-14,6.5,.9,12.6,2.5,5.5,1.5,70.4,4.6,7.74
95,철원,2019-04-15,8.7,-2.3,18.1,,5.4,1.8,51.6,12,25.54
95,철원,2019-04-16,10.9,.3,20.6,,4.3,1.2,46.4,12.2,23.86
95,철원,2019-04-17,12.4,1,22.4,,3.9,1.3,49.5,12.3,26.96
95,철원,2019-04-18,9.8,4.7,13.8,0,3.5,1.2,89.4,.1,3.2
95,철원,2019-04-19,11.7,6.2,19.1,,4.5,1.4,64.9,8,18.93
95,철원,2019-04-20,11.4,2.5,18.7,.1,4.2,1.3,80.4,6.4,16.54
95,철원,2019-04-21,15.3,11.2,21.5,0,2.9,1.3,79,7.8,19.34
95,철원,2019-04-22,17,6.8,27.6,,2.3,.8,64.3,9.9,24.5
95,철원,2019-04-23,19,9.8,25.8,,2.6,1,61.8,9.7,18.09
95,철원,2019-04-24,19.7,14.4,26.8,0,5.4,1.5,71.4,8.1,20.59
95,철원,2019-04-25,10.2,6.1,16.1,14.3,5.6,3.8,82.3,0,2.95
95,철원,2019-04-26,7,3.1,10.2,0,5.4,3.3,82.5,0,6.2
95,철원,2019-04-27,10.5,0,17.8,,3.2,1.1,60,11.9,26.29
95,철원,2019-04-28,10.8,6.4,15.2,0,2.8,1,67.3,2.3,9.04
95,철원,2019-04-29,11.1,4.5,17.7,,2.3,.7,73.5,8.7,14.68
95,철원,2019-04-30,13.7,4.4,21.8,,2.9,.9,68.3,11.5,21.96
98,동두천,2019-02-01,-3.2,-11.3,4.2,,7.1,1.7,47,7.5,
98,동두천,2019-02-02,.7,-6.2,7.1,,4.6,1.4,58.8,1.4,
98,동두천,2019-02-03,2.5,1.2,4.1,17.9,4.2,1,78,0,
98,동두천,2019-02-04,-1,-4.2,3.2,,4.9,2.1,39.9,8.8,
98,동두천,2019-02-05,1.3,-5.9,10.5,,4.6,1.3,43.6,7.3,
98,동두천,2019-02-06,3.6,-3.3,10.2,,3.8,1.2,56.8,4.4,
98,동두천,2019-02-07,-1.9,-9,5.5,.6,6.7,3.4,41.8,9.3,
98,동두천,2019-02-08,-6.7,-11.2,.3,,3.2,1.7,29.8,8.4,
98,동두천,2019-02-09,-5.6,-9.8,.6,,5.4,2,27.9,8.7,
98,동두천,2019-02-10,-5.6,-10.9,-.6,,2.8,1.2,32.6,3.4,
98,동두천,2019-02-11,-3.1,-9.5,3.9,,4.2,1.7,32.8,9.5,
98,동두천,2019-02-12,-1.8,-6.2,4.3,,4.7,1.2,38.4,9.2,
98,동두천,2019-02-13,-3.2,-8.7,3.1,,6.2,1.7,32.1,9.7,
98,동두천,2019-02-14,-2.2,-9.4,5.8,,3.8,1.2,37.3,9.6,
98,동두천,2019-02-15,-2.2,-4.8,-.1,4.4,3.9,1.2,85.9,.3,
98,동두천,2019-02-16,-3.9,-8.3,1.1,,4.5,1.2,74.1,9.1,
98,동두천,2019-02-17,-3.3,-10.9,4.8,,4.2,1.1,63.1,9.9,
98,동두천,2019-02-18,-.9,-9,5,,1.9,.8,57.5,6.4,
98,동두천,2019-02-19,.4,-1.5,2.6,3.8,2.2,.8,91.6,.9,
98,동두천,2019-02-20,.6,-2.5,4.4,0,4.2,1.5,77.6,2.2,
98,동두천,2019-02-21,.4,-5.5,8.1,,2.8,.8,73.5,9.6,
98,동두천,2019-02-22,2.1,-5.3,11.2,,2.8,.9,67.4,9.4,
98,동두천,2019-02-23,4.6,-3,14.4,,2.9,.9,53.8,9.8,
98,동두천,2019-02-24,4.1,-3.3,13.3,,4.5,1.6,57.5,9.8,
98,동두천,2019-02-25,2.6,-2.8,10.8,,3.4,1,62.1,9.7,
98,동두천,2019-02-26,3.5,-4.9,12.1,,2.6,1,46.9,9.5,
98,동두천,2019-02-27,6.2,1.1,13.6,,4.2,1.3,49,8.9,
98,동두천,2019-02-28,4.6,-1.9,13.1,,4.6,1.2,56,9.3,
98,동두천,2019-03-01,4.8,-2.5,13.8,,5.5,1.3,55.4,10,
98,동두천,2019-03-02,5.6,-3,15.3,,2.7,1,51.9,9.5,
98,동두천,2019-03-03,6.9,-2.5,16.2,,2.3,.9,48.5,9.1,
98,동두천,2019-03-04,8.5,1.2,17.1,,4.7,1.4,53.5,9.9,
98,동두천,2019-03-05,6.9,1.8,13.3,,5.8,1.4,75.3,4.1,
98,동두천,2019-03-06,6.4,1.2,12.3,,3.5,1,73.1,4.5,
98,동두천,2019-03-07,6.4,.8,14.2,,5.3,1.9,59.4,10.2,
98,동두천,2019-03-08,4.5,-3,13.8,,4.8,1.6,44.9,10.5,
98,동두천,2019-03-09,4.9,-3.8,13.8,,3.5,1,40.3,8.9,
98,동두천,2019-03-10,7.2,1.6,15.2,,3.6,1.3,47.9,3.3,
98,동두천,2019-03-11,4.7,-1.8,11.8,0,4.3,1.6,69.8,7.2,
98,동두천,2019-03-12,3.1,-1.5,8.3,.8,8,2.6,63.4,3.1,
98,동두천,2019-03-13,2.5,-3.3,9.4,.2,10.8,3.3,35.8,10.4,
98,동두천,2019-03-14,2.4,-5.2,9.1,0,4.6,1.2,59.3,6.9,
98,동두천,2019-03-15,2,-2,10.8,10.4,8.5,1.3,87,2.9,
98,동두천,2019-03-16,2.5,-1.5,8.4,,6.6,1.2,83.6,5.5,
98,동두천,2019-03-17,4.8,-1.5,12.8,,5,1.4,66.3,10.3,
98,동두천,2019-03-18,5.2,-2.3,15.4,,4.8,1.2,57.6,9.9,
98,동두천,2019-03-19,8.4,-.3,17.6,,3.7,1.1,62.6,10.1,
