지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
90,속초,2016-02-01,-3.5,-7.2,.3,,4.3,1.6,39.5,9.4,
90,속초,2016-02-02,-4.1,-9.4,.2,,2.6,1.4,44.4,9.6,
90,속초,2016-02-03,-1.6,-7.9,2.9,,3.1,1.4,37.1,9.7,
90,속초,2016-02-04,2.2,-1.4,7.1,,4.8,2.5,31.3,9.6,
90,속초,2016-02-05,.3,-2.5,3.7,,5.3,2.6,26.8,9.7,
90,속초,2016-02-06,-3.6,-6.7,-.8,4.3,5.3,1.9,79.8,.8,
90,속초,2016-02-07,-1.9,-7.7,3.2,,2.9,1.5,54.9,9.8,
90,속초,2016-02-08,1.3,-3.7,4.9,0,6,2.4,51.8,3.8,
90,속초,2016-02-09,1.8,-2.2,5.3,1.1,7.2,2.6,42.9,9.9,
90,속초,2016-02-10,1.2,-3.8,5.4,,3.8,1.5,51.3,10.1,
90,속초,2016-02-11,2.1,-3,5.2,,2.3,1.2,89.5,7.7,
90,속초,2016-02-12,2.7,1.6,3.7,2.7,4.6,1.4,99,0,
90,속초,2016-02-13,3.6,1.2,5.8,13.4,7.3,2.1,99,0,
90,속초,2016-02-14,-.3,-3.2,2.1,8.3,5.3,2,82.6,1.1,
90,속초,2016-02-15,-3,-5.9,.4,,5.1,2.5,38.9,10.1,
90,속초,2016-02-16,-.3,-4,3.6,,7,2.9,44.9,8.1,
90,속초,2016-02-17,2.6,-3.2,6.9,,5.5,2.1,34.1,10.1,
90,속초,2016-02-18,6.2,.7,10.3,0,7.6,2.8,52.9,7.7,
90,속초,2016-02-19,5.8,2.7,8.5,,6.4,2.7,35.6,2,
90,속초,2016-02-20,1.8,-1.5,4.6,,8.5,2.6,52.6,7.4,
90,속초,2016-02-21,1.5,-2.4,6,,6,2.2,25.1,10.2,
90,속초,2016-02-22,3,-.9,6.3,,4.1,1.6,36.5,2.7,
90,속초,2016-02-23,3.3,-1,8.2,.5,8.8,3.5,58.3,9.7,
90,속초,2016-02-24,-1.5,-3.3,1.1,2,5,1.7,89.8,.4,
90,속초,2016-02-25,1.2,-3.6,4,0,6.8,2.8,41.3,9.4,
90,속초,2016-02-26,1.7,-1.8,5.3,,4.8,2.2,42.9,10.5,
90,속초,2016-02-27,1.9,-2.1,4.9,,4.2,1.7,68.1,7.2,
90,속초,2016-02-28,1.2,-1.9,4.7,6,6.8,2,91.3,3.7,
90,속초,2016-02-29,-1.7,-3.9,.7,,4.6,2.3,56.4,7.2,
90,속초,2016-03-01,-.3,-7.6,5,,4.9,2.1,37,10.2,
90,속초,2016-03-02,5.8,.1,9.6,,5.5,2.4,48,8.8,
90,속초,2016-03-03,7.2,3.9,11.5,,7.4,2.2,79.1,9.9,
90,속초,2016-03-04,4.6,3.8,6,,4.7,2.2,92.8,0,
90,속초,2016-03-05,4.4,3.4,6.5,18.2,5.8,1.7,96.8,0,
90,속초,2016-03-06,5.8,2.5,10.7,,3,1.3,81.5,7.8,
90,속초,2016-03-07,5.2,1.6,9.2,,2.8,1.1,82.9,1.7,
90,속초,2016-03-08,5.4,1.3,8.3,,6.9,1.5,42.9,4.3,
90,속초,2016-03-09,-.5,-2.5,3.1,11.5,8,2.8,81.6,0,
90,속초,2016-03-10,-.9,-4.3,1.8,,6.9,2.2,51.9,10.2,
90,속초,2016-03-11,-.8,-4.4,2.4,,4,1.7,40.9,10.9,
90,속초,2016-03-12,3.3,-3.3,8.6,,4,1.6,43.1,9.5,
90,속초,2016-03-13,6.3,2.8,9.9,,3.8,1.7,47.5,1.9,
90,속초,2016-03-14,3.1,-.8,6.3,,5.3,1.5,61,3.8,
90,속초,2016-03-15,6.7,-1.4,11.5,,6.3,1.8,46.3,8.1,
90,속초,2016-03-16,13.1,8.6,18.8,,8.8,2.6,21.6,8.3,
90,속초,2016-03-17,12.7,5.9,17.4,,5.3,1.9,39,8.1,
90,속초,2016-03-18,13.3,8.8,19.4,,5,1.8,59.6,9,
90,속초,2016-03-19,9.1,5.2,14.3,,5.5,1.7,66.1,8.3,
90,속초,2016-03-20,6.4,1.9,8.6,,4.1,1.7,71.8,0,
90,속초,2016-03-21,7.8,.4,12.5,,5.5,2,69.1,10.8,
90,속초,2016-03-22,10.1,4.3,16.1,,4.9,1.9,51.5,4.4,
90,속초,2016-03-23,4.6,1.8,6.3,2.1,3.1,1.4,79,0,
90,속초,2016-03-24,5.1,.8,9.4,,4.3,2.1,59.3,9,
90,속초,2016-03-25,4.7,.7,10.2,0,3.5,1.6,74.1,5.7,
90,속초,2016-03-26,6.8,.9,12,,2.7,1.3,65.3,11,
90,속초,2016-03-27,9.4,2.8,14,,4,1.5,50.1,11,
90,속초,2016-03-28,14,7.5,20.4,,5.1,1.8,27.3,10.9,
90,속초,2016-03-29,16,11.4,21.5,0,7.3,3.7,33.3,5.1,
90,속초,2016-03-30,13.3,9,21,,6.9,2.2,46.6,11.2,
90,속초,2016-03-31,14.4,9,19.9,,7,2.3,37.3,9.7,
90,속초,2016-04-01,8.9,6.9,15.1,,6.9,2.8,75.4,6.7,
90,속초,2016-04-02,9.6,6.7,13.3,,4.8,1.9,84.3,7.3,
90,속초,2016-04-03,8.7,6.3,9.9,2.1,4.9,1.5,93.5,0,
90,속초,2016-04-04,9,4.2,14.3,,4.4,2,84.1,10,
90,속초,2016-04-05,15.8,7,23.4,,6.4,2.3,36.8,11.4,
90,속초,2016-04-06,12.6,9.1,16,,4.3,1.7,70.8,7.2,
90,속초,2016-04-07,12,9.3,16.3,10.4,4.8,1.6,85.6,4.8,
90,속초,2016-04-08,17.6,10.5,23,,7.4,2.8,32.8,11.9,
90,속초,2016-04-09,18.3,10.3,24.1,,7.9,3.8,40.8,8.8,
90,속초,2016-04-10,8.2,5.8,10.4,.2,6.9,2.6,66.8,0,
90,속초,2016-04-11,7.6,3.6,11.8,0,5.2,2.3,68.6,4.5,
90,속초,2016-04-12,8.7,3.9,12,,3.5,1.4,79.8,2.2,
90,속초,2016-04-13,14.4,8.7,19.9,0,4.9,1.8,71.8,6.7,
90,속초,2016-04-14,13.6,7.6,21,,7.8,1.7,69.1,11.1,
90,속초,2016-04-15,11.1,4.7,15.6,,8.7,3.2,69.1,11.4,
90,속초,2016-04-16,14,8.4,22.4,32.3,5.2,1.8,70.6,5.4,
90,속초,2016-04-17,14,10.9,18,11.2,10.4,4.7,54.8,10.2,
