지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
90,속초,2021-04-20,16.8,11.6,23.5,,5.6,2.8,46,11.8,
90,속초,2021-04-21,13.9,8.3,17.5,,4.3,1.3,73,11.7,
90,속초,2021-04-22,13.9,10.9,17.9,,5.2,1.5,85.3,2.1,
90,속초,2021-04-23,11.7,11,13.4,,4.2,2.4,91.9,0,
90,속초,2021-04-24,12.9,9.5,17.6,,3.8,1.5,77,4.9,
90,속초,2021-04-25,11.7,6.5,16,0,5.4,2.5,59.4,10.1,
90,속초,2021-04-26,11.7,4.8,17,,7.1,2.6,64.8,12.2,
90,속초,2021-04-27,15.8,10.5,20.3,0,3.5,1.3,54.4,3.7,
90,속초,2021-04-28,18.2,13.6,22.6,,5.5,2.6,31.6,9.3,
90,속초,2021-04-29,11.8,9.7,16.7,3.8,,1.3,65.6,1,
90,속초,2021-04-30,9.9,7.7,13.4,22.5,5.6,2,86,1.9,
93,북춘천,2021-02-01,3.3,0,10.6,.7,5.9,1.6,75.5,3.5,7.95
93,북춘천,2021-02-02,-4.9,-8.4,.4,,6.4,3,36.9,8.9,13.87
93,북춘천,2021-02-03,-4.7,-12.7,1.4,2.6,6.5,1.7,58.8,8.7,13.28
93,북춘천,2021-02-04,-5.1,-13.4,-.7,1.9,7.9,2,54,9.6,14.92
93,북춘천,2021-02-05,-1.9,-9.5,4.3,,3.6,.9,78,1.7,6.07
93,북춘천,2021-02-06,4.9,1.1,8.8,,4.6,1.3,78.3,3.3,7.67
93,북춘천,2021-02-07,2.4,-2.4,10,,6.5,1.5,65,7.6,12.78
93,북춘천,2021-02-08,-3.7,-7.6,.7,,5.8,1.7,48.5,9.8,15.35
93,북춘천,2021-02-09,-3.1,-10.4,4.8,,4.6,1.2,56.8,9.8,14.81
93,북춘천,2021-02-10,.2,-7.3,7.2,,4.4,1.3,78,6.7,12.89
93,북춘천,2021-02-11,.8,-5.1,9.2,,2.1,.6,82.8,6.9,11.25
93,북춘천,2021-02-12,1.9,-5.3,13.4,,1.6,.5,73.8,9.1,14.32
93,북춘천,2021-02-13,2.7,-5.6,14.5,,1.5,.5,66.9,9.6,14.87
93,북춘천,2021-02-14,5.7,-1.2,13.3,.1,2.7,.5,72.1,2.5,7.51
93,북춘천,2021-02-15,1.3,-5.4,5.1,.3,7.8,3.1,61.8,5.7,11.28
93,북춘천,2021-02-16,-5,-9.1,-.8,,5.6,2.4,43.1,8.4,12.75
93,북춘천,2021-02-17,-8.8,-11.3,-5.2,0,6.4,3.3,35.3,9.7,14.67
93,북춘천,2021-02-18,-7.8,-14.2,-1.3,,3.3,1.1,51.4,10.2,16.54
93,북춘천,2021-02-19,-1.5,-11.8,6.5,,4.7,1.3,66.1,7.5,12.59
93,북춘천,2021-02-20,7.3,-.6,15.5,,5,2.1,58.9,8.7,15.18
93,북춘천,2021-02-21,8,-3.1,19.7,,5.1,1.3,64.6,9.3,14.3
93,북춘천,2021-02-22,6.7,0,15.8,,5.8,1.4,57,9.6,14.67
93,북춘천,2021-02-23,-.2,-5.8,6.5,,4.4,1.3,36.8,10.3,17.29
93,북춘천,2021-02-24,-.3,-8.3,9.9,,1.8,.6,44.6,8.8,16.81
93,북춘천,2021-02-25,-.6,-5.3,6,,1.6,.4,59.3,0,5.78
93,북춘천,2021-02-26,3.3,-6.9,12.7,,6.8,1.7,56.6,9.7,17.73
93,북춘천,2021-02-27,4.8,-3.4,13.4,,4.5,1.5,66.6,10.3,17.51
93,북춘천,2021-02-28,4.6,-4.4,11.2,,2.7,.8,64.4,4.8,11.6
93,북춘천,2021-03-01,2.4,-.8,5.6,66.2,4.6,1.3,93.8,0,1.04
93,북춘천,2021-03-02,0,-3.4,4.2,.2,3.1,1.2,84,3.5,12.9
93,북춘천,2021-03-03,.5,-4.7,7.2,,2.7,.9,83.9,7.3,15.64
93,북춘천,2021-03-04,2.6,-2,10.5,,1.6,.5,85.5,3.8,10.92
93,북춘천,2021-03-05,4.4,-2.3,15.1,,1.8,.7,86,6.3,14.42
93,북춘천,2021-03-06,3.2,1.1,7.1,,5.1,1.9,70.4,0,5.32
93,북춘천,2021-03-07,3.9,-1.2,11.3,,2.3,.8,69.4,8.5,16.92
93,북춘천,2021-03-08,4.3,-3.7,13.8,,3,.9,64.9,10.8,20.6
93,북춘천,2021-03-09,4.5,-3.3,14.1,,2.3,.8,66.5,9.8,16.65
93,북춘천,2021-03-10,5.8,-2.8,16,,2.8,.8,67.5,10.4,19.37
93,북춘천,2021-03-11,8,-1.5,16.9,,2.3,.6,64,9,16.52
93,북춘천,2021-03-12,8.8,5.3,12.6,.5,4.1,1.7,69.9,0,5.78
93,북춘천,2021-03-13,7.5,.2,14.7,,3.2,.9,68,7.9,14.7
93,북춘천,2021-03-14,7.3,-.4,15.3,,4.1,1.1,76,9.5,17.56
93,북춘천,2021-03-15,8.8,-.1,15.2,0,5.6,1.8,69.9,3.8,12.46
93,북춘천,2021-03-16,9.8,3.2,15.3,0,5,2,52.4,10.7,20.92
93,북춘천,2021-03-17,7.6,-1.7,18.1,,2.5,.8,53.8,11,20.88
93,북춘천,2021-03-18,9.7,-.7,18.1,,3.8,1.1,57.9,8.5,17.12
93,북춘천,2021-03-19,12.6,8,19.3,,3.8,1.1,60.1,9.8,18.85
93,북춘천,2021-03-20,9,7.8,11.1,2.9,2,.7,84.5,0,3.7
93,북춘천,2021-03-21,6.3,2.6,10.2,0,7.3,2.8,64.4,4.1,11.98
93,북춘천,2021-03-22,5.3,-1.8,12,,7.3,2.5,48,9.6,21.61
93,북춘천,2021-03-23,7.3,-2.4,17.2,,8.8,2.2,56.5,11.1,20.19
93,북춘천,2021-03-24,8.1,-.3,16.9,,5.6,1.7,60.8,7.7,19.12
93,북춘천,2021-03-25,10.3,1,20.6,,6.1,1.7,60.9,11.1,21.23
93,북춘천,2021-03-26,10.8,1.3,21.1,,2.3,.7,55.1,10.2,18.9
93,북춘천,2021-03-27,9.2,4.8,15.1,18.3,1.5,.4,80.9,.1,5.8
93,북춘천,2021-03-28,10,9,11,11.9,4.8,2.2,94.9,0,4.1
93,북춘천,2021-03-29,10.5,4.5,16.3,.1,6.8,2.7,58.3,9.7,19.61
93,북춘천,2021-03-30,9,-.6,19.4,,3.9,1.2,56.3,11.6,23.63
93,북춘천,2021-03-31,11.8,.6,22.8,,2.7,.9,52.9,11.3,23.4
93,북춘천,2021-04-01,14.1,5.3,21.8,,6.8,2.5,46.4,11.3,21.4
93,북춘천,2021-04-02,16.9,9.9,23.9,,3.8,1.4,43.5,8.1,19.49
93,북춘천,2021-04-03,12.1,9.6,14.7,56.6,3.1,.8,87.5,0,2.15
93,북춘천,2021-04-04,9.4,3.8,13.2,.3,5.4,2.1,64.4,3.4,14.26
93,북춘천,2021-04-05,9.1,-.1,18.3,,2.7,.9,57.8,11.5,25.44
93,북춘천,2021-04-06,11.5,4.5,20.5,,5.9,1.4,57.8,9.4,20.26
93,북춘천,2021-04-07,11.8,2.7,20.4,,6.3,1.7,53,10.1,19.87
93,북춘천,2021-04-08,10.8,2.5,18.6,,4.7,1.5,48.6,11.7,25.52
93,북춘천,2021-04-09,10.8,3.6,17.5,,5.3,1.7,45.8,11.5,25.48
93,북춘천,2021-04-10,10.2,1.4,18.7,,3.6,1.1,59.8,10.8,22.72
93,북춘천,2021-04-11,12.9,2.9,21.8,,2.2,.7,56.1,11.2,21.75
93,북춘천,2021-04-12,12.2,9.6,19,23.3,6.1,.9,76.8,.9,7.93
93,북춘천,2021-04-13,12,7.3,16.7,8.8,7,2.7,69.5,8.1,22.94
93,북춘천,2021-04-14,8.2,1,15.8,,7.4,2,57.8,12,26.62
93,북춘천,2021-04-15,9.7,1.4,18.8,,3.8,1.2,60.5,11.3,25.12
93,북춘천,2021-04-16,10.2,5.2,15.5,0,5.6,1.9,64.8,2.5,6.81
93,북춘천,2021-04-17,5.9,1.5,12.8,.9,7.8,1.3,75.6,6.4,13.81
93,북춘천,2021-04-18,8.1,.4,17.5,,4.4,1.3,70.9,9.1,24.17
93,북춘천,2021-04-19,12.5,2.1,22.6,,6.6,2,58.3,11.6,25.41
93,북춘천,2021-04-20,14.6,4.4,25.5,,4.7,1.3,59.9,11.4,24.98
93,북춘천,2021-04-21,17.5,6.9,29.2,,3.3,.9,57.4,11.6,25.37
93,북춘천,2021-04-22,19.3,12.4,27.5,,4.3,1.2,50,2.3,15.09
93,북춘천,2021-04-23,17,14.3,19.9,0,6.2,2,48.3,.1,6.47
93,북춘천,2021-04-24,15.6,10.2,22.3,,2.6,1,49.5,3.6,15.81
93,북춘천,2021-04-25,14.8,7.8,21,,5.5,2.4,51.3,11.4,26.98
93,북춘천,2021-04-26,13.7,4.2,21.7,,4.2,1.4,59,10.9,26.31
93,북춘천,2021-04-27,14.6,9.2,19.2,0,4.3,1.5,62.9,1.1,11.62
93,북춘천,2021-04-28,14,8.2,19.7,1.1,5.5,2.4,62,7.5,18.79
93,북춘천,2021-04-29,11.5,6.3,17.1,.1,4.4,1.2,70.9,4.3,12.79
93,북춘천,2021-04-30,10.3,7.1,13.5,19.1,3.6,.9,87,.4,8.71
95,철원,2021-02-01,4.2,-3,10.2,1.4,4.2,1.8,80,5.8,8.96
95,철원,2021-02-02,-7.1,-10,-3.1,,4.4,2.1,47.1,8.5,12.9
95,철원,2021-02-03,-5.7,-14.6,-.2,2.5,4.2,1.8,71.9,7.5,12.02
95,철원,2021-02-04,-6.4,-14.4,-.6,.3,3.9,1.4,54.3,8.6,14.26
95,철원,2021-02-05,.9,-6.9,4.2,,3.6,1.8,79.5,2.2,5.51
95,철원,2021-02-06,5.8,3.8,9.4,,3.8,1.8,89,5.9,7.3
95,철원,2021-02-07,2.4,-3.3,7.1,,4.7,1.4,68.4,6.6,11.36
95,철원,2021-02-08,-4.5,-8.5,-.4,,5,1.5,51,8.8,14.68
95,철원,2021-02-09,-3.5,-10.8,2.8,,3.2,1.3,60,8.8,14.34
95,철원,2021-02-10,1.7,-4.6,6,,3,1.2,84.3,4.1,7.67
95,철원,2021-02-11,1,-4.5,9.2,,1.9,.5,86.5,6,9.72
95,철원,2021-02-12,1.6,-6,12.9,,1.9,.5,72.6,8.8,14.1
95,철원,2021-02-13,3.2,-5.8,14.7,,2.6,.5,68.5,8.9,13.94
95,철원,2021-02-14,5.6,-1.7,13.4,0,1.9,.5,67.4,2.5,6.5
95,철원,2021-02-15,-.2,-6.2,6.2,.6,5.5,2.4,70.4,5.6,7.78
95,철원,2021-02-16,-6,-10.1,-1.3,,5.6,2.6,45.8,9,13.43
95,철원,2021-02-17,-9.7,-12,-6,,5.7,3.2,40.3,9.2,13.97
95,철원,2021-02-18,-7.8,-14.2,-1.9,,3,1.2,48,9.5,15.88
95,철원,2021-02-19,-1,-13.2,6.4,,5.1,2,71.8,4.4,7.65
95,철원,2021-02-20,6.8,-.8,13.2,,4.6,2.3,63.4,9.5,15.42
95,철원,2021-02-21,8.3,-2.7,17.3,,5.4,1.8,70.6,9.1,14.06
95,철원,2021-02-22,5.5,-.4,12.3,,5.4,1.5,62.5,7.3,12.47
95,철원,2021-02-23,-2.3,-7.9,3.9,,3.2,1,43.5,9.7,16.04
95,철원,2021-02-24,-.9,-9.6,9.4,,1.9,.7,41.8,9.3,17.07
95,철원,2021-02-25,-.8,-6.2,6.6,,1.3,.4,52.3,2.4,5.59
95,철원,2021-02-26,2.8,-7.3,13.6,,5.3,2,54.8,9.3,17.37
95,철원,2021-02-27,5.1,-2.9,14.4,,4.8,1.4,66.4,9.8,17.34
95,철원,2021-02-28,4,-4.4,10.7,,2.4,.8,66.4,5.9,10.18
95,철원,2021-03-01,1.2,-1.8,4.5,63.2,7.4,4,100,0,.75
95,철원,2021-03-02,-.7,-4.8,3.9,,4.9,1.9,83,8.8,14.26
95,철원,2021-03-03,-.2,-7.8,7.6,,3,.8,81.1,10,18.12
95,철원,2021-03-04,2.9,-3.5,11.2,,2.6,.6,87.4,6,10.84
95,철원,2021-03-05,5.3,-2.8,15,,3,.7,81.3,10.1,18.29
95,철원,2021-03-06,2,-.3,4,,6.2,3.7,82.6,1.8,6.53
95,철원,2021-03-07,3.2,-1.9,10.4,,3.8,1.1,73.1,9.7,17.52
95,철원,2021-03-08,3.3,-4.3,12.5,,2.7,.8,68,10.1,19.7
95,철원,2021-03-09,4,-4,12.3,,3.7,.9,69.5,10.1,16.32
95,철원,2021-03-10,5.2,-3.7,15.9,,2,.7,74.6,10.2,18.31
95,철원,2021-03-11,7.1,-2.2,15.9,,2,.6,69.4,9.3,15.89
95,철원,2021-03-12,7.3,3.3,13.9,0,6.2,2.2,76.3,3.1,8.27
95,철원,2021-03-13,6.5,-.1,14,,2.8,.9,77.5,8.2,15.01
95,철원,2021-03-14,6.5,-.9,13.2,,3,.8,87.1,8.5,16.85
95,철원,2021-03-15,7.6,-1,14.6,.2,3.8,1.4,78.3,6.5,10.98
95,철원,2021-03-16,7.2,1,12.9,.5,3.9,1.6,59.1,10.4,20.54
95,철원,2021-03-17,6.2,-3,17.6,,1.7,.8,61.9,10.5,20.8
95,철원,2021-03-18,8.2,-1.5,17.4,,5.3,1.7,65.6,8.9,16.42
95,철원,2021-03-19,12,6.6,18.7,,4.5,1.5,62,10.1,19
95,철원,2021-03-20,7.8,7,9.2,4.7,3.9,1.2,94.4,.4,3.91
95,철원,2021-03-21,4.6,2.8,8.6,0,5.8,2.4,77.6,5.5,11.84
95,철원,2021-03-22,4.5,-2,10.8,,5.9,2.2,53.6,10,19.98
95,철원,2021-03-23,6.9,-2.9,16,,4.9,2.1,62.4,10.8,20.19
95,철원,2021-03-24,7.9,.1,15.7,,3.4,1.2,71,8.5,18.96
95,철원,2021-03-25,10.6,3.6,18.8,,4.9,1.6,73,10.1,21.01
95,철원,2021-03-26,9.6,.5,20.5,,2.2,.8,65.5,8.7,17.23
95,철원,2021-03-27,8.8,3.8,15.3,17,2.7,.7,89.5,.9,5.23
95,철원,2021-03-28,8.8,8,10.4,17.4,4.4,2.5,100,0,2.15
95,철원,2021-03-29,9.5,3.1,14.6,.7,5.1,2.4,64.3,10.6,19.07
95,철원,2021-03-30,8.5,-1.5,17.8,,4.3,1.1,61.6,11.6,23.67
95,철원,2021-03-31,11,.2,21.7,,2.6,.7,57.3,11.3,22.12
95,철원,2021-04-01,14.5,5.8,22.9,,4.8,2.1,42,11.2,22.71
95,철원,2021-04-02,15.7,8.5,23.6,,4.9,2.5,49,8.9,18.18
95,철원,2021-04-03,10.7,8.5,13.4,43.9,6.2,2.6,91,0,1.63
95,철원,2021-04-04,9.3,5,14.1,1.1,5.7,3.3,71.4,8.8,21.29
95,철원,2021-04-05,9.8,.4,17.7,,2.7,.9,60.9,11.5,25.07
95,철원,2021-04-06,11.8,4.4,19.1,,5.5,1.3,60.1,9.9,20.88
95,철원,2021-04-07,11.3,2.1,19.6,,6,1.5,58.1,11.5,21.81
95,철원,2021-04-08,10.5,2.8,17.2,,5,2,48.4,11.7,25.37
95,철원,2021-04-09,11.2,3.7,17.4,,4,1.9,45,11.9,25.02
95,철원,2021-04-10,10.6,1.5,18.3,,2.9,1.1,58,11.5,24.12
95,철원,2021-04-11,12.2,1.4,20.9,,2.5,.8,52.6,11.4,21.48
95,철원,2021-04-12,12,9.2,18.1,26.1,4.3,1.1,79.6,1.3,6.36
95,철원,2021-04-13,9.9,4.5,12.9,8.8,5.2,2.1,77.4,7.3,18.45
95,철원,2021-04-14,7.3,-.3,13.9,,5.4,1.8,64.9,12,26.04
95,철원,2021-04-15,9.6,1.3,17.9,,3,1.1,69.9,11.4,24.48
95,철원,2021-04-16,10.1,5.5,15.2,0,5,2.3,65.5,4.1,8.07
95,철원,2021-04-17,5.6,1.2,11.1,1.7,6.4,1.1,80.3,6.2,10.39
95,철원,2021-04-18,9,-.1,16.1,,4.5,1.4,64.6,12,26.21
95,철원,2021-04-19,12,1.2,20.8,,4.5,2.1,64.3,11.9,25.2
95,철원,2021-04-20,13.6,4,23.4,,3.4,1.2,67,11.6,24.31
95,철원,2021-04-21,16.9,5.7,28,,3.1,.9,60.6,11.8,25.1
95,철원,2021-04-22,19.4,12.5,27.5,,4.2,1.5,52.6,5.8,14.35
95,철원,2021-04-23,15.8,13.6,20.4,0,5.1,2.8,58,1.2,5.96
95,철원,2021-04-24,15.2,10,21.5,,4.7,1.5,57.3,8.2,16.29
95,철원,2021-04-25,14.9,8.2,21.2,,5.3,2.3,61.8,11.9,27.02
95,철원,2021-04-26,13.6,5.2,20.7,,4.3,1.4,66.3,12,23.98
95,철원,2021-04-27,13.4,9.2,18.1,2.6,3.7,1.6,74.5,3.9,11.43
95,철원,2021-04-28,13.2,7.3,18,2.3,4.4,2.1,71.8,9.3,20
95,철원,2021-04-29,11.2,6.7,16,0,4.2,1.8,76.3,7.1,13.93
95,철원,2021-04-30,10.6,7.1,15.1,12.8,3.6,1.5,90.4,4.7,11.92
98,동두천,2021-02-01,4.5,-3.5,10.8,1.1,5.5,2.5,78.6,4.1,
98,동두천,2021-02-02,-6.2,-9.9,-1.9,,6.7,3.2,50.4,8.8,
98,동두천,2021-02-03,-4.7,-12.2,1.8,5.8,5.4,1.6,73,7.7,
98,동두천,2021-02-04,-5.3,-9.9,-.6,.3,4.7,1.8,57.8,9.5,
98,동두천,2021-02-05,-.3,-7.6,5.1,,5,1.3,80.3,2.1,
98,동두천,2021-02-06,6.4,1.7,11.2,,4.7,2,84,2.9,
98,동두천,2021-02-07,3.1,-3.3,8.5,,5.7,1.9,65.8,6.8,
98,동두천,2021-02-08,-3.4,-6.4,1.5,,7.2,2.7,42.9,9.8,
98,동두천,2021-02-09,-2.4,-8.9,4.9,,5,1.4,58.4,9.6,
98,동두천,2021-02-10,1.8,-4,7.1,,4,1,81.1,1.7,
98,동두천,2021-02-11,3.1,-2,10.5,,1.9,.6,78.1,5.8,
98,동두천,2021-02-12,3.9,-3.5,14.4,,2.8,.8,65.6,9.4,
98,동두천,2021-02-13,5,-3.6,15.7,,3,.8,59.1,9.4,
98,동두천,2021-02-14,7.3,1.2,14.6,0,3.2,.7,56.4,1.7,
98,동두천,2021-02-15,.5,-6.5,7.4,1.3,9.3,3.7,64.9,4.6,
98,동두천,2021-02-16,-5.4,-8.7,.5,,7.1,2.9,48.5,5.6,
98,동두천,2021-02-17,-8.8,-11.7,-3.6,,9.2,4.7,42,9.8,
98,동두천,2021-02-18,-6.3,-12,.6,,4.9,2.2,43.8,9.7,
98,동두천,2021-02-19,.2,-9.9,7.6,,6.5,2.4,69.1,4.1,
98,동두천,2021-02-20,8.1,2.4,15.3,,4.9,1.8,62,8.7,
98,동두천,2021-02-21,10.1,1.3,19.2,,6.1,2.5,69.9,9.5,
98,동두천,2021-02-22,6.8,-.4,14.6,,6.6,2.3,58.5,6.4,
98,동두천,2021-02-23,-.4,-4.4,6.4,,4.4,2.1,29.9,9.8,
98,동두천,2021-02-24,.6,-6.6,10.5,,3.3,1.2,36.8,9.2,
98,동두천,2021-02-25,1.2,-3.5,8.1,,2.3,.8,44.8,0,
98,동두천,2021-02-26,4.8,-5,15.8,,4,1.6,48,9.4,
98,동두천,2021-02-27,7.7,-.3,16.6,,4.4,1.7,55.9,9.8,
98,동두천,2021-02-28,5.7,-1.7,11.9,,3.5,1,58.4,3.7,
98,동두천,2021-03-01,2.4,-1.3,6.8,70.7,3.3,1.6,96.1,0,
98,동두천,2021-03-02,.4,-1.8,5.9,.1,3.6,1.1,81.4,7.2,
98,동두천,2021-03-03,2.3,-3.8,10.6,,3.9,1.1,71.3,10,
98,동두천,2021-03-04,5.4,-1.3,12.3,,3.1,.9,73.3,4.1,
98,동두천,2021-03-05,7.4,-.9,16.8,,4.8,1.2,77.8,10.2,
98,동두천,2021-03-06,4.6,.6,8.8,,3,1.6,74.1,5.9,
98,동두천,2021-03-07,4.8,-.7,12.9,,4.5,1.4,64.6,10.1,
98,동두천,2021-03-08,4.7,-2.3,14.4,,4,1.1,61.1,10.4,
98,동두천,2021-03-09,5.4,-2,15.4,,4.7,1.3,61.5,9.9,
98,동두천,2021-03-10,6.9,-1.7,17.5,,3.4,1.1,66.3,10.2,
98,동두천,2021-03-11,8.7,.1,18.1,,4.1,1.1,60.5,8.8,
98,동두천,2021-03-12,9.3,5,16,0,4.2,1.4,64.9,2.6,
98,동두천,2021-03-13,7.9,2.2,16.2,,5.1,1.4,72.4,8.4,
98,동두천,2021-03-14,8,1.8,15.5,,3.9,1.2,78.5,8.4,
98,동두천,2021-03-15,9.1,1.8,16.1,.9,6.3,1.9,73.9,5,
98,동두천,2021-03-16,8.1,3.7,15.5,.5,5.9,2.7,51.3,10.6,
98,동두천,2021-03-17,7.9,-1.3,18.7,,4.9,1.3,51.5,10.7,
98,동두천,2021-03-18,10,.8,19.4,,4.1,1.3,56.8,9.1,
98,동두천,2021-03-19,14.4,8.9,20.7,,4,1.4,53.1,9.9,
98,동두천,2021-03-20,8.9,7.1,12.1,4.3,4,1.1,85.9,.1,
98,동두천,2021-03-21,5.7,2.2,11.5,0,8.1,3.8,69.3,5.1,
