지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),합계 일조시간(hr),일 최심적설(cm),평균 전운량(1/10)
90,속초,2013-02-01,4.7,2.7,11.9,7.8,1.6,59,94,0,,8.1
90,속초,2013-02-02,5.4,-.5,11.3,8.1,3.7,20,36.8,9.3,,.5
90,속초,2013-02-03,1.2,-2.9,4.1,3.8,1.6,33,52.6,5,,6.6
90,속초,2013-02-04,3.4,-.2,8,7.1,1.9,34,66.9,8.8,0,4.5
90,속초,2013-02-05,.7,-1.7,2.8,3.2,1.3,57,71.1,0,.5,8.4
90,속초,2013-02-06,1.8,-1.8,5.6,7.2,2.5,49,74.9,6.3,4.3,5.5
90,속초,2013-02-07,-6.6,-11.8,-.3,8.9,5.1,21,31.5,9.9,,1
90,속초,2013-02-08,-6.4,-14.1,-.6,4.8,1.8,23,38.5,9.9,,.3
90,속초,2013-02-09,-2.9,-8.7,2,5.6,2.2,20,35.1,10,,.3
90,속초,2013-02-10,-.6,-3.3,3.7,7.8,3.6,23,39.6,9.6,,1.3
90,속초,2013-02-11,-3.1,-7.2,.7,4.3,2,27,52.9,9.7,,1.6
90,속초,2013-02-12,-.3,-3.7,1.9,7.2,2.6,32,46,2.8,,5.8
90,속초,2013-02-13,1,-4.6,5.6,6,2.1,27,38.8,9.8,,1.8
90,속초,2013-02-14,3.6,-.7,7.9,4.3,1.6,33,48.9,8.7,,5.3
90,속초,2013-02-15,1,-3.4,4.9,7.7,3.2,38,59.3,5,,4.9
90,속초,2013-02-16,-1.9,-5.9,2.1,3.3,1.7,35,47.6,10,,.6
90,속초,2013-02-17,4.1,-3.5,7.9,5.1,2.1,36,48,5.5,,8.6
90,속초,2013-02-18,2.1,-.4,6.5,8.3,3.3,44,66.1,1.1,.2,9.4
90,속초,2013-02-19,-.1,-1.9,2.7,6.4,3.1,22,33.1,9.4,.2,3.1
90,속초,2013-02-20,-1.2,-6.6,3.7,6.8,3.3,18,27.1,10.3,,.3
90,속초,2013-02-21,.4,-4.1,4.9,5.7,2.4,21,34.8,10.4,,0
90,속초,2013-02-22,2.4,-1,6.7,8.6,3.6,20,37.8,8.9,,2.3
90,속초,2013-02-23,1.8,-3.7,5.9,7.2,2.9,20,30.6,10.5,,0
90,속초,2013-02-24,1.5,-1.5,4.5,5.2,2.3,25,45.4,9.7,,2.8
90,속초,2013-02-25,1.6,-1.5,5.6,3.3,1.8,48,66.6,8,,3.3
90,속초,2013-02-26,4,-1.2,8,4.6,1.7,55,74,3.1,,5.8
90,속초,2013-02-27,8.2,2.8,11.9,5.9,2.5,28,47.4,10.5,,.1
90,속초,2013-02-28,9.2,4.5,13.5,6.7,2.4,26,51.1,5.6,,4.5
90,속초,2013-03-01,6,0,14.1,9,4.5,22,43.9,9,,2.9
90,속초,2013-03-02,1.6,-2.3,4.9,5.2,2.2,33,42.6,9.6,,2.6
90,속초,2013-03-03,2.6,-1.5,7.2,3.7,1.5,33,48.3,9.4,,2.9
90,속초,2013-03-04,3.9,-.4,8.6,6.7,2.7,36,59.3,8.1,,2.3
90,속초,2013-03-05,8.7,-.7,13.7,8.4,3.8,17,32.9,10.7,,1.9
90,속초,2013-03-06,9.6,5.4,15.6,6.9,2.6,18,51.8,6.9,,4.8
90,속초,2013-03-07,12.9,5.9,16.8,10,4,29,53.6,8.2,,4.9
90,속초,2013-03-08,13.9,9.1,18.4,9.1,4.1,26,35.5,9.3,,3.3
90,속초,2013-03-09,5.5,2.1,13.4,7.1,3.8,32,80.8,0,,5.5
90,속초,2013-03-10,4.1,0,8,7.1,2.7,44,65.1,10.8,,1.5
90,속초,2013-03-11,4,-.9,7.2,5.6,2.3,35,56.3,11,,0
90,속초,2013-03-12,9.4,3.9,14.2,8,2.3,19,50.4,2.8,,6.3
90,속초,2013-03-13,1.6,0,4.8,5,1.9,78,92.8,0,3,10
90,속초,2013-03-14,2.7,-.2,5.7,4.7,1.9,66,78.9,6.1,1.9,5
90,속초,2013-03-15,9.6,1.4,15,6.4,3.1,16,39.1,10.9,,2.5
90,속초,2013-03-16,8.8,3.3,15.2,6.8,2.9,18,54.5,10.8,,.8
90,속초,2013-03-17,8.3,1.2,15.7,4.9,1.6,28,73.8,.7,,7.8
90,속초,2013-03-18,10.7,5.5,18.8,6.1,2.2,34,74.3,8.7,,4.9
90,속초,2013-03-19,7.6,3.2,11.1,5.7,2.7,48,79.5,7.9,,6.8
90,속초,2013-03-20,.2,-3.5,3.3,5.7,2.1,96,99.4,.1,15,9
90,속초,2013-03-21,2.1,-6.1,11.1,6,2.4,20,65.3,11.3,15,.3
90,속초,2013-03-22,8,5.3,12.1,7.2,3.4,17,40.6,8.8,2.7,3.1
90,속초,2013-03-23,5.6,1.9,8,5.5,2.4,69,79.5,1.9,,7.6
90,속초,2013-03-24,4.7,1.8,7.9,5.8,2.7,64,83.4,6.1,,6.5
90,속초,2013-03-25,.8,-1.4,2.4,3.9,1.7,88,97.8,0,6.7,7
90,속초,2013-03-26,3.9,-2.2,8.5,5.2,2.1,39,64.9,11.6,4.3,0
90,속초,2013-03-27,11.2,2.7,15.3,7.8,2.9,17,44,11.4,,.3
90,속초,2013-03-28,10.6,8.1,14.8,6.8,3.2,25,52,7.4,,4.3
90,속초,2013-03-29,5.3,2.6,9,8,3.1,33,50,11.5,,.9
90,속초,2013-03-30,5.3,1,7.8,5.7,2.2,37,62.4,4.7,,7.9
90,속초,2013-03-31,5.6,1.7,9.5,5.8,2.5,52,73.6,11.4,,2.1
90,속초,2013-04-01,8.7,3.8,13.3,4.7,2,42,67.8,5.8,,5.5
95,철원,2013-02-01,3.9,1.7,6.2,4.4,1,78,93.6,0,,9.6
95,철원,2013-02-02,-1.6,-5.9,5.2,4.9,2.2,29,59.4,8.4,,1.8
95,철원,2013-02-03,-4.7,-9,-1.4,2,.7,43,75.8,.3,7.2,7.9
95,철원,2013-02-04,-2.8,-9,2.4,4.2,1.3,56,82,7.5,10.2,5
95,철원,2013-02-05,-3.7,-11.1,2.8,2.3,.6,55,82.6,.7,7.6,8.5
95,철원,2013-02-06,-2.2,-4.3,-.1,4.3,1.6,63,80.9,2.8,10.7,8.5
95,철원,2013-02-07,-12.3,-15.7,-4,6,3.5,27,44.4,9.6,6.5,1
95,철원,2013-02-08,-14.7,-21.8,-7.7,4.2,1.3,28,53.1,9.7,6.3,1
