지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),합계 일조시간(hr),일 최심적설(cm),평균 전운량(1/10)
90,속초,2008-02-01,-1.3,-5.7,4.9,3.9,2,18,32.8,8.8,15.8,1
90,속초,2008-02-02,-.3,-4.5,6.1,3.8,2,27,43.4,8.1,14.7,2.6
90,속초,2008-02-03,1.2,-2.3,5.2,6.9,2.9,41,60.9,5.5,13.6,7.4
90,속초,2008-02-04,.6,-3,4.2,7,3,21,38.3,8.1,12.3,2.3
90,속초,2008-02-05,.2,-4.9,4.9,4.7,2.2,23,35.5,8.3,11.5,3.5
90,속초,2008-02-06,-.3,-3.9,4.2,4,1.9,21,32.4,8.1,10.5,2.3
90,속초,2008-02-07,-1.2,-4.7,3.4,4.8,2.6,19,30.4,9.1,9.4,0
90,속초,2008-02-08,-.5,-4.2,4.5,4.2,2.3,34,62.5,3.7,8.6,6.3
90,속초,2008-02-09,.4,-1.3,3.7,5.8,2.5,33,43.6,1.2,8,6.1
90,속초,2008-02-10,2.6,-1.8,8,4.9,2.1,16,34,8.3,7.5,2.4
90,속초,2008-02-11,2.2,-.9,5.8,7,3.7,13,28.5,3.2,2.5,5.8
90,속초,2008-02-12,-3.2,-6.9,.2,5.9,3.1,14,23.9,9,2,.6
90,속초,2008-02-13,-3.5,-9.8,1.5,5.3,2.4,16,24.6,8.7,1.6,0
90,속초,2008-02-14,0,-5.3,4.6,8.9,2.5,15,24,9.2,.8,0
90,속초,2008-02-15,-1.4,-3.9,1.7,5.9,3.1,17,37.1,9.4,,.1
90,속초,2008-02-16,-2.3,-7.2,1.6,6.9,3.1,13,22.8,9.5,,0
90,속초,2008-02-17,-1.9,-6.3,2.3,4.3,2.4,21,34.8,9.6,,0
90,속초,2008-02-18,.8,-4.4,5.3,3.8,2.2,17,31.3,9.6,,1.9
90,속초,2008-02-19,3.8,-2.5,8.4,6.3,2.9,17,29.6,9.5,,.8
90,속초,2008-02-20,5.8,2.4,10,7.2,3.8,16,26,9.4,,.5
90,속초,2008-02-21,5.9,-1,10.8,5.1,2.1,22,29.3,9.6,,.6
90,속초,2008-02-22,8.8,5,12.8,12.2,3.7,29,48.1,7.5,,2.6
90,속초,2008-02-23,.1,-2.2,6.1,10.3,5.5,23,36,3.3,,4.4
90,속초,2008-02-24,-.8,-3.6,3.1,4.2,2.4,32,47.5,7.8,,2.4
90,속초,2008-02-25,1.6,-4,5.8,5,1.7,27,49.6,1.5,,7.3
90,속초,2008-02-26,1.8,-.1,5.7,6.5,3.6,32,47.3,6.3,,5.8
90,속초,2008-02-27,3.5,-.9,9.8,8,4.2,20,31.9,10,,.4
90,속초,2008-02-28,6.2,-.8,12,8.1,3.1,20,30.4,7.1,,3.6
90,속초,2008-02-29,7.5,4.2,12.1,9,3.6,24,38.9,6.6,,4.1
90,속초,2008-03-01,5.8,.8,10.1,6.8,2.9,18,33.6,9.9,,.8
90,속초,2008-03-02,6.4,3.2,10,4.3,1.7,21,43.1,.6,,8.4
90,속초,2008-03-03,1.9,-1.3,5.2,5.1,2.1,64,87.4,0,4.1,10
90,속초,2008-03-04,1.2,-1.2,6.6,4.8,1.8,48,86,2.8,5.4,7.9
90,속초,2008-03-05,4.6,-1.3,9.9,4.3,1.9,29,53,10.1,,1.8
90,속초,2008-03-06,4.4,.8,7.4,6.5,2.3,32,57.9,3.1,,6.5
90,속초,2008-03-07,4,-.4,7.6,5.6,2.3,50,62.3,4.4,,4.1
90,속초,2008-03-08,8.2,-.6,12.4,6.4,2.5,26,37.3,10.3,,.3
90,속초,2008-03-09,11,6.4,16.3,5.8,2.7,15,27,7.7,,4.9
90,속초,2008-03-10,12.3,6.8,16.5,7.7,3,24,31.8,9.7,,.6
90,속초,2008-03-11,11.4,8,14.7,6.1,3,32,65.4,7.7,,1.5
90,속초,2008-03-12,8.8,5.5,12.2,5.5,1.6,73,85.5,.4,,2.6
90,속초,2008-03-13,11.5,4.8,17.7,7.4,2.6,31,65.9,.4,,8.8
90,속초,2008-03-14,5.2,1.8,8.5,7.8,2.7,45,71.8,1.6,,5.9
90,속초,2008-03-15,8.8,.9,13.9,6.4,2.3,20,54.8,6.5,,3.8
90,속초,2008-03-16,8.7,3.5,13.5,6.8,2.7,21,46.5,10.4,,.3
90,속초,2008-03-17,8,2.6,13,3.8,1.7,36,56.4,8.3,,2.1
90,속초,2008-03-18,9.4,3.3,14.8,5.1,2,56,76.3,8.1,,3.3
90,속초,2008-03-19,6.2,1.6,10,8.8,3.2,53,76.4,2.2,,6.1
90,속초,2008-03-20,5.7,1.7,10.7,3.6,2.2,50,67.5,10.5,,.9
90,속초,2008-03-21,7,.4,11.9,5.2,2.5,49,69.5,9.1,,3.3
90,속초,2008-03-22,8.3,3.9,12.1,3.7,1.9,73,83.9,.8,,9.1
90,속초,2008-03-23,7.6,5.7,9.4,8.4,3.4,89,94.1,0,,10
90,속초,2008-03-24,10.2,3.8,16,7.2,3.1,26,54.8,10,,3.1
90,속초,2008-03-25,6.9,4.7,10.7,6.7,4,37,46.6,4.1,,5
90,속초,2008-03-26,8.2,4.2,12,5.5,2.6,29,42.1,2,,6.6
90,속초,2008-03-27,6.1,3.6,9.4,6.9,2.9,35,69.6,3.6,,7.4
90,속초,2008-03-28,6.6,3.9,10.1,5.5,2.1,66,75,2.6,,5.8
90,속초,2008-03-29,6.6,4.7,8.2,5.2,2,65,79.1,0,,9.6
90,속초,2008-03-30,7.1,4.9,10.1,5.4,1.4,64,80.3,.7,,9.6
90,속초,2008-03-31,8.8,5.2,12.2,4.9,2.5,38,62.9,8.4,,4.3
90,속초,2008-04-01,10.6,5.9,14.9,5.7,3,30,46.8,9.9,,2.9
90,속초,2008-04-02,10.7,8.5,14.5,7.8,3.7,33,46.9,4.7,,7.1
90,속초,2008-04-03,12.2,8.6,17.2,10.2,4.9,13,27.9,11.3,,.1
90,속초,2008-04-04,14,7.5,19,7.1,3.7,17,22,11.5,,.5
90,속초,2008-04-05,15.2,10.7,22.5,6.1,2,15,38.3,7.8,,3.1
90,속초,2008-04-06,14.1,8.7,19.5,6.3,2.7,22,53.4,7.2,,4.6
90,속초,2008-04-07,13.6,9,17.2,5.2,2.4,42,58.4,6,,6.6
90,속초,2008-04-08,12.2,6.5,17.4,4,1.8,48,74,11.1,,1.3
90,속초,2008-04-09,10.4,8.4,12.3,6.4,2.6,65,82.5,0,,9.4
90,속초,2008-04-10,11.1,7.5,14.3,7.5,3.3,67,80.4,7.3,,5.9
90,속초,2008-04-11,10.1,6.8,13.3,3.5,1.6,69,80.5,.8,,6.6
90,속초,2008-04-12,9.7,7.4,12.2,6.4,2.4,44,72.3,1.1,,9.5
90,속초,2008-04-13,8.7,7.4,10.5,4.5,1.4,80,91.6,0,,9.8
90,속초,2008-04-14,11.7,4.9,16.9,6.9,2.7,51,80.4,10.9,,1.9
90,속초,2008-04-15,15.5,9.8,21.3,6,2.3,27,59.4,11.7,,4.3
90,속초,2008-04-16,13.3,8.4,19.3,4.4,1.5,45,82.5,10.5,,5.1
90,속초,2008-04-17,12.6,10.6,14.7,4.8,2.8,75,83.6,.7,,8.8
90,속초,2008-04-18,12,8.7,15.4,6,2.8,69,82.3,11.3,,1.9
90,속초,2008-04-19,12.2,9.1,16.4,3.5,1.8,67,83.6,9,,1.6
90,속초,2008-04-20,13.2,7.6,18.3,6.6,2.5,44,76,10.3,,2.8
90,속초,2008-04-21,13.4,9.5,17.5,6,2.2,43,70,.8,,8.6
90,속초,2008-04-22,14.2,11.6,18.1,4.7,1.8,57,75.3,.7,,9.6
90,속초,2008-04-23,14.3,9,19.7,7.9,3,27,61.4,3.9,,7.1
90,속초,2008-04-24,10.2,6.6,15.8,6.8,3,25,42.5,12.4,,.1
