지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),합계 일조시간(hr),일 최심적설(cm),평균 전운량(1/10)
90,속초,2006-02-01,.6,-1.8,2.8,7.5,3.5,72,86.4,2.1,6.1,7.5
90,속초,2006-02-02,-.5,-5,3.6,7.6,2.9,17,37.5,8.4,1.5,.1
90,속초,2006-02-03,-9,-11.9,-2.3,9,3.9,19,37.1,8.2,.6,.5
90,속초,2006-02-04,-5.3,-11.3,-.4,5.8,2.6,17,24.1,8.6,,0
90,속초,2006-02-05,-4,-10.4,.7,4.7,1.9,23,36.6,7.7,,4.4
90,속초,2006-02-06,-1,-4.5,1.4,6.1,2.6,29,53.6,2.9,.1,7.9
90,속초,2006-02-07,-.5,-2,1.3,8.2,2.7,73,86,.9,5.8,9.4
90,속초,2006-02-08,-3.6,-6.1,-.7,5.1,2.6,29,44.8,3.4,3,4.6
90,속초,2006-02-09,-1.2,-7.6,3.3,10.3,3.9,18,30,8.6,.4,0
90,속초,2006-02-10,2.3,-.3,4.8,9.2,5.6,24,41.3,7.4,,1.8
90,속초,2006-02-11,.7,-3.1,4.7,8.7,3.2,28,68.8,5.4,.8,5
90,속초,2006-02-12,.8,-5.2,7,7.4,2.9,21,32.9,8.4,.8,0
90,속초,2006-02-13,8.4,3.3,14.4,9.6,5.8,18,31.6,8.4,,2.8
90,속초,2006-02-14,10,7.6,16.1,5.9,3.1,27,58.8,2.9,,6.6
90,속초,2006-02-15,4.3,.2,8.6,6.7,2.6,40,70.4,0,,7.8
90,속초,2006-02-16,3.8,-1.1,10.9,8,3,14,41.5,6.4,,3.4
90,속초,2006-02-17,-2,-5,1.5,6,3.1,12,22.4,8.2,,.8
90,속초,2006-02-18,2.7,-2.7,6.7,8.5,3.3,21,28.8,8.7,,1.3
90,속초,2006-02-19,5.2,.6,10.1,5.4,2.3,20,40,8,,2.6
90,속초,2006-02-20,6.6,.2,11.9,6.4,2.5,13,38.3,8.6,,0
90,속초,2006-02-21,6,-.8,10.7,5.7,1.7,32,49.6,7.9,,4.4
90,속초,2006-02-22,5.7,.4,11,7,2.8,26,58.4,2.9,,6.8
90,속초,2006-02-23,3.9,-1.2,8.7,7.9,2.7,13,36.1,8.3,,.5
90,속초,2006-02-24,2.4,-.7,6.3,5.7,2.4,17,52.5,8.7,,.3
90,속초,2006-02-25,2.3,-1.6,6,4.1,1.7,63,76.9,5,,6.5
90,속초,2006-02-26,3.8,-.8,10,11.8,3.8,12,47.1,6.9,,6.6
90,속초,2006-02-27,-.4,-4.3,3.2,4,1.8,31,46.1,8.1,,4.1
90,속초,2006-02-28,.4,-.9,1.2,2.7,1.2,54,82,0,4.8,10
90,속초,2006-03-01,1.9,0,5.7,7.3,2.9,30,61.5,6.1,5.1,4.1
