일시,지점명,지점,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),합계 일조시간(hr),월
2008-04-06,부산광역시,159.0,14.8,11.6,19.4,1.0,10.2,4.0
2008-04-07,부산광역시,159.0,12.2,9.0,17.7,20.5,4.0,4.0
2008-04-08,부산광역시,159.0,14.0,10.6,18.4,,10.7,4.0
2008-04-09,부산광역시,159.0,11.6,11.2,12.3,19.5,0.0,4.0
2008-04-10,부산광역시,159.0,11.8,10.5,14.2,2.5,1.9,4.0
2008-04-11,부산광역시,159.0,12.8,8.9,17.0,,10.7,4.0
2008-04-12,부산광역시,159.0,12.5,10.5,16.2,,6.2,4.0
2008-04-13,부산광역시,159.0,13.0,10.8,16.7,,3.6,4.0
2008-04-14,부산광역시,159.0,13.2,10.7,17.2,,10.9,4.0
2008-04-15,부산광역시,159.0,14.8,10.7,18.8,,9.6,4.0
2008-04-16,부산광역시,159.0,13.2,11.3,14.3,18.5,0.0,4.0
2008-04-17,부산광역시,159.0,13.6,12.8,14.9,5.0,0.0,4.0
2008-04-18,부산광역시,159.0,15.0,12.0,19.1,,11.1,4.0
2008-04-19,부산광역시,159.0,15.6,11.7,19.8,,11.4,4.0
2008-04-20,부산광역시,159.0,16.0,13.1,19.5,,8.3,4.0
2008-04-21,부산광역시,159.0,16.5,13.0,20.6,,2.9,4.0
2008-04-22,부산광역시,159.0,16.6,14.6,21.3,0.0,4.9,4.0
2008-04-23,부산광역시,159.0,13.6,10.3,15.7,13.5,0.0,4.0
2008-04-24,부산광역시,159.0,12.0,7.0,17.7,,11.4,4.0
2008-04-25,부산광역시,159.0,13.8,9.7,18.2,,9.9,4.0
2008-04-26,부산광역시,159.0,14.1,10.6,17.9,0.0,9.2,4.0
2008-04-27,부산광역시,159.0,13.0,8.4,16.6,,5.3,4.0
2008-04-28,부산광역시,159.0,14.6,11.2,18.5,,11.0,4.0
2008-04-29,부산광역시,159.0,16.9,12.3,21.0,,11.3,4.0
2008-04-30,부산광역시,159.0,16.9,13.9,21.2,,9.9,4.0
2009-02-01,부산광역시,159.0,7.0,4.3,10.8,,3.8,2.0
2009-02-02,부산광역시,159.0,9.4,5.8,13.8,,8.4,2.0
2009-02-03,부산광역시,159.0,9.3,7.6,11.1,0.5,0.4,2.0
2009-02-04,부산광역시,159.0,10.0,7.4,13.2,,3.5,2.0
2009-02-05,부산광역시,159.0,10.4,7.5,15.1,,8.7,2.0
2009-02-06,부산광역시,159.0,9.6,5.7,13.5,,7.3,2.0
2009-02-07,부산광역시,159.0,10.2,6.9,13.9,,8.4,2.0
2009-02-08,부산광역시,159.0,9.2,5.3,14.4,,9.1,2.0
2009-02-09,부산광역시,159.0,7.4,4.6,9.3,0.5,0.0,2.0
2009-02-10,부산광역시,159.0,7.5,4.1,12.7,,9.9,2.0
2009-02-11,부산광역시,159.0,9.3,4.0,14.6,,7.2,2.0
2009-02-12,부산광역시,159.0,11.7,6.7,15.5,,4.8,2.0
2009-02-13,부산광역시,159.0,15.2,13.7,17.1,32.0,0.0,2.0
2009-02-14,부산광역시,159.0,12.0,8.6,17.4,0.0,8.7,2.0
2009-02-15,부산광역시,159.0,9.1,4.3,14.5,0.5,4.8,2.0
2009-02-16,부산광역시,159.0,1.7,-1.4,5.9,,9.5,2.0
2009-02-17,부산광역시,159.0,1.2,-3.1,7.2,,10.1,2.0
2009-02-18,부산광역시,159.0,4.2,0.4,8.8,,9.4,2.0
2009-02-19,부산광역시,159.0,5.0,2.7,8.3,16.5,0.0,2.0
2009-02-20,부산광역시,159.0,3.8,-0.2,8.1,0.5,8.1,2.0
2009-02-21,부산광역시,159.0,2.9,-2.9,8.5,,9.4,2.0
2009-02-22,부산광역시,159.0,7.2,4.1,8.6,16.5,0.0,2.0
2009-02-23,부산광역시,159.0,9.7,7.7,13.3,,3.0,2.0
2009-02-24,부산광역시,159.0,10.9,8.1,14.8,1.0,5.6,2.0
2009-02-25,부산광역시,159.0,10.5,8.7,13.3,5.5,0.5,2.0
2009-02-26,부산광역시,159.0,9.7,6.6,13.9,1.5,2.3,2.0
2009-02-27,부산광역시,159.0,8.4,6.3,9.8,4.0,0.0,2.0
2009-02-28,부산광역시,159.0,9.5,6.8,13.2,,7.3,2.0
2009-03-01,부산광역시,159.0,9.5,5.9,13.6,,10.6,3.0
2009-03-02,부산광역시,159.0,6.2,4.3,8.8,0.2,1.1,3.0
2009-03-03,부산광역시,159.0,5.9,4.7,8.0,2.5,0.0,3.0
2009-03-04,부산광역시,159.0,8.2,4.1,13.2,,4.3,3.0
2009-03-05,부산광역시,159.0,9.9,8.0,12.5,10.0,0.9,3.0
2009-03-06,부산광역시,159.0,8.3,4.3,12.0,,10.0,3.0
2009-03-07,부산광역시,159.0,6.5,1.0,11.4,,7.7,3.0
2009-03-08,부산광역시,159.0,10.3,6.9,15.2,,9.7,3.0
2009-03-09,부산광역시,159.0,11.3,8.4,14.7,,2.3,3.0
2009-03-10,부산광역시,159.0,11.0,7.1,16.7,,10.2,3.0
2009-03-11,부산광역시,159.0,9.0,5.7,12.7,,7.8,3.0
2009-03-12,부산광역시,159.0,10.4,6.4,13.8,,7.0,3.0
2009-03-13,부산광역시,159.0,10.3,4.3,15.8,26.0,1.8,3.0
2009-03-14,부산광역시,159.0,4.2,-0.6,10.3,,10.9,3.0
2009-03-15,부산광역시,159.0,7.2,1.0,12.3,,10.8,3.0
2009-03-16,부산광역시,159.0,12.3,8.4,16.4,,7.9,3.0
2009-03-17,부산광역시,159.0,14.3,10.5,17.9,,8.4,3.0
2009-03-18,부산광역시,159.0,16.6,14.7,18.7,,2.1,3.0
2009-03-19,부산광역시,159.0,15.9,12.0,17.0,4.0,0.0,3.0
2009-03-20,부산광역시,159.0,10.5,8.0,14.2,1.0,6.9,3.0
2009-03-21,부산광역시,159.0,12.5,7.6,15.9,8.0,3.9,3.0
2009-03-22,부산광역시,159.0,14.8,11.4,20.0,21.0,3.5,3.0
2009-03-23,부산광역시,159.0,10.8,7.5,14.1,,6.6,3.0
2009-03-24,부산광역시,159.0,8.9,4.6,13.0,,10.5,3.0
2009-03-25,부산광역시,159.0,6.3,3.7,11.0,,10.8,3.0
2009-03-26,부산광역시,159.0,8.1,2.1,13.6,,10.8,3.0
2009-03-27,부산광역시,159.0,7.5,3.3,12.0,,10.0,3.0
2009-03-28,부산광역시,159.0,8.1,4.7,13.0,,9.7,3.0
2009-03-29,부산광역시,159.0,8.1,6.1,11.8,,2.9,3.0
2009-03-30,부산광역시,159.0,8.7,5.6,12.5,,3.4,3.0
2009-03-31,부산광역시,159.0,10.8,7.4,15.0,,6.7,3.0
2009-04-01,부산광역시,159.0,7.2,3.3,12.7,,8.7,4.0
2009-04-02,부산광역시,159.0,9.3,3.9,16.5,,10.7,4.0
2009-04-03,부산광역시,159.0,12.1,8.7,16.4,,5.1,4.0
2009-04-04,부산광역시,159.0,13.7,11.0,18.9,,7.6,4.0
2009-04-05,부산광역시,159.0,13.1,9.2,17.3,,10.2,4.0
2009-04-06,부산광역시,159.0,14.8,10.2,19.2,,10.9,4.0
2009-04-07,부산광역시,159.0,15.4,11.7,20.4,,10.6,4.0
2009-04-08,부산광역시,159.0,15.1,12.4,19.3,,9.6,4.0
2009-04-09,부산광역시,159.0,16.5,11.2,21.9,,10.5,4.0
2009-04-10,부산광역시,159.0,16.9,12.8,23.0,,10.5,4.0
2009-04-11,부산광역시,159.0,16.7,13.4,23.3,,10.4,4.0
2009-04-12,부산광역시,159.0,16.9,12.0,21.8,,9.9,4.0
2009-04-13,부산광역시,159.0,17.7,14.5,21.8,4.0,2.9,4.0
2009-04-14,부산광역시,159.0,13.9,11.4,18.8,16.5,4.7,4.0
2009-04-15,부산광역시,159.0,14.6,11.5,18.8,,2.7,4.0
2009-04-16,부산광역시,159.0,11.8,10.2,14.7,0.0,0.0,4.0
2009-04-17,부산광역시,159.0,13.8,10.0,17.9,,11.1,4.0
2009-04-18,부산광역시,159.0,16.4,11.8,21.5,,10.8,4.0
2009-04-19,부산광역시,159.0,17.4,13.4,23.0,,10.3,4.0
2009-04-20,부산광역시,159.0,15.1,13.2,15.9,44.5,0.0,4.0
2009-04-21,부산광역시,159.0,14.8,12.2,19.6,,7.4,4.0
2009-04-22,부산광역시,159.0,16.2,11.8,23.0,,11.4,4.0
2009-04-23,부산광역시,159.0,13.1,8.9,16.9,,10.5,4.0
2009-04-24,부산광역시,159.0,12.8,11.7,15.1,16.0,0.0,4.0
2009-04-25,부산광역시,159.0,13.1,8.5,19.5,12.0,5.7,4.0
2009-04-26,부산광역시,159.0,11.4,8.2,15.5,0.0,3.9,4.0
2009-04-27,부산광역시,159.0,12.1,8.9,17.3,1.0,7.1,4.0
2009-04-28,부산광역시,159.0,14.5,10.2,21.4,1.5,10.4,4.0
2009-04-29,부산광역시,159.0,16.3,11.8,20.2,,11.1,4.0
2009-04-30,부산광역시,159.0,17.2,14.2,22.0,,10.1,4.0
2010-02-01,부산광역시,159.0,6.2,3.2,9.1,,0.6,2.0
2010-02-02,부산광역시,159.0,2.0,-0.8,6.2,,7.2,2.0
2010-02-03,부산광역시,159.0,-1.3,-5.0,3.1,,10.1,2.0
2010-02-04,부산광역시,159.0,-0.1,-4.8,5.2,,9.2,2.0
2010-02-05,부산광역시,159.0,2.3,-1.9,7.9,,9.3,2.0
2010-02-06,부산광역시,159.0,1.5,-2.5,6.9,,10.2,2.0
2010-02-07,부산광역시,159.0,5.8,0.2,10.7,,5.0,2.0
2010-02-08,부산광역시,159.0,9.1,6.4,12.3,6.0,0.0,2.0
2010-02-09,부산광역시,159.0,9.9,7.5,12.5,4.0,0.3,2.0
2010-02-10,부산광역시,159.0,8.1,7.3,9.0,3.5,0.0,2.0
2010-02-11,부산광역시,159.0,4.5,2.3,7.8,19.5,0.0,2.0
2010-02-12,부산광역시,159.0,2.5,1.5,4.3,0.0,0.0,2.0
2010-02-13,부산광역시,159.0,2.0,-0.2,5.5,1.5,2.9,2.0
2010-02-14,부산광역시,159.0,2.5,-0.9,5.9,,0.1,2.0
2010-02-15,부산광역시,159.0,5.1,2.3,10.6,,7.0,2.0
2010-02-16,부산광역시,159.0,3.0,-0.4,9.7,,5.9,2.0
2010-02-17,부산광역시,159.0,2.9,-0.4,7.8,,3.2,2.0
2010-02-18,부산광역시,159.0,2.4,-1.1,7.3,,10.1,2.0
2010-02-19,부산광역시,159.0,2.5,-2.9,9.2,,9.9,2.0
2010-02-20,부산광역시,159.0,5.6,0.1,11.2,,10.2,2.0
2010-02-21,부산광역시,159.0,8.3,3.2,13.0,,7.0,2.0
2010-02-22,부산광역시,159.0,10.7,7.5,16.0,,9.3,2.0
2010-02-23,부산광역시,159.0,10.9,6.8,15.8,,10.0,2.0
2010-02-24,부산광역시,159.0,13.8,7.9,18.4,,5.6,2.0
2010-02-25,부산광역시,159.0,15.3,14.3,16.2,36.5,0.0,2.0
2010-02-26,부산광역시,159.0,9.0,5.6,15.1,20.0,0.0,2.0
2010-02-27,부산광역시,159.0,7.3,5.4,8.8,0.1,0.0,2.0
2010-02-28,부산광역시,159.0,10.1,5.6,14.8,,10.1,2.0
2010-03-01,부산광역시,159.0,7.8,5.5,9.9,13.0,0.0,3.0
2010-03-02,부산광역시,159.0,8.0,5.6,11.8,,0.2,3.0
2010-03-03,부산광역시,159.0,7.7,3.8,11.5,,4.6,3.0
2010-03-04,부산광역시,159.0,8.0,7.2,8.8,11.5,0.0,3.0
2010-03-05,부산광역시,159.0,9.3,7.1,12.2,2.0,0.0,3.0
2010-03-06,부산광역시,159.0,7.7,4.1,11.3,2.0,0.3,3.0
2010-03-07,부산광역시,159.0,4.8,3.6,8.0,1.0,0.1,3.0
2010-03-08,부산광역시,159.0,4.9,2.8,9.2,0.0,1.5,3.0
2010-03-09,부산광역시,159.0,3.8,1.8,6.6,5.0,0.9,3.0
2010-03-10,부산광역시,159.0,0.2,-2.5,3.4,12.5,3.8,3.0
2010-03-11,부산광역시,159.0,4.1,-1.4,9.0,,11.0,3.0
2010-03-12,부산광역시,159.0,11.2,5.9,14.1,,0.9,3.0
2010-03-13,부산광역시,159.0,10.8,8.7,16.4,,7.3,3.0
2010-03-14,부산광역시,159.0,10.3,8.3,12.1,,0.0,3.0
2010-03-15,부산광역시,159.0,12.6,9.3,15.6,41.0,0.0,3.0
2010-03-16,부산광역시,159.0,6.4,3.5,12.0,,9.6,3.0
2010-03-17,부산광역시,159.0,5.7,0.3,10.2,,7.8,3.0
2010-03-18,부산광역시,159.0,6.5,3.6,10.2,3.5,4.1,3.0
2010-03-19,부산광역시,159.0,8.8,2.0,13.9,,10.3,3.0
2010-03-20,부산광역시,159.0,15.1,11.8,18.5,0.0,2.0,3.0
2010-03-21,부산광역시,159.0,7.9,3.8,13.3,,11.2,3.0
2010-03-22,부산광역시,159.0,8.0,3.9,12.9,0.4,2.3,3.0
2010-03-23,부산광역시,159.0,8.2,5.7,9.9,9.0,0.0,3.0
2010-03-24,부산광역시,159.0,8.9,7.5,11.6,,0.1,3.0
2010-03-25,부산광역시,159.0,7.1,3.7,10.8,1.5,0.1,3.0
2010-03-26,부산광역시,159.0,4.7,0.4,9.6,,11.5,3.0
2010-03-27,부산광역시,159.0,7.7,2.9,11.3,,4.3,3.0
2010-03-28,부산광역시,159.0,9.4,5.3,16.0,,8.1,3.0
2010-03-29,부산광역시,159.0,7.6,4.6,12.6,,11.2,3.0
2010-03-30,부산광역시,159.0,8.4,4.6,11.7,,4.2,3.0
2010-03-31,부산광역시,159.0,10.6,7.3,13.5,30.5,0.0,3.0
2010-04-01,부산광역시,159.0,11.4,9.0,12.8,49.0,0.0,4.0
2010-04-02,부산광역시,159.0,9.7,5.4,15.0,,10.5,4.0
2010-04-03,부산광역시,159.0,8.5,4.6,13.6,,11.9,4.0
2010-04-04,부산광역시,159.0,11.1,5.6,15.3,,11.4,4.0
2010-04-05,부산광역시,159.0,13.7,11.2,18.7,,4.5,4.0
2010-04-06,부산광역시,159.0,14.7,9.7,21.0,,7.1,4.0
2010-04-07,부산광역시,159.0,8.7,6.2,13.1,,6.2,4.0
2010-04-08,부산광역시,159.0,10.1,4.9,16.1,,10.7,4.0
2010-04-09,부산광역시,159.0,12.8,8.6,17.8,,0.7,4.0
2010-04-10,부산광역시,159.0,14.1,10.2,17.4,0.1,2.1,4.0
2010-04-11,부산광역시,159.0,12.8,10.9,15.2,0.2,0.3,4.0
2010-04-12,부산광역시,159.0,10.7,9.7,14.2,4.5,1.2,4.0
2010-04-13,부산광역시,159.0,10.8,4.2,16.4,,8.7,4.0
2010-04-14,부산광역시,159.0,5.6,1.9,11.9,1.0,5.7,4.0
2010-04-15,부산광역시,159.0,6.8,2.0,12.2,0.5,2.5,4.0
2010-04-16,부산광역시,159.0,10.0,4.8,15.2,,11.6,4.0
2010-04-17,부산광역시,159.0,12.2,7.5,16.8,,11.4,4.0
2010-04-18,부산광역시,159.0,13.0,9.4,15.1,0.0,0.0,4.0
2010-04-19,부산광역시,159.0,13.9,12.4,16.6,13.5,0.0,4.0
2010-04-20,부산광역시,159.0,15.1,11.4,19.3,1.5,1.7,4.0
2010-04-21,부산광역시,159.0,12.3,9.1,18.0,8.5,1.8,4.0
2010-04-22,부산광역시,159.0,10.2,8.2,13.6,27.0,0.1,4.0
2010-04-23,부산광역시,159.0,9.9,8.2,14.6,10.5,1.0,4.0
2010-04-24,부산광역시,159.0,11.5,6.5,16.9,,12.1,4.0
2010-04-25,부산광역시,159.0,14.2,9.5,19.7,,11.0,4.0
2010-04-26,부산광역시,159.0,13.0,11.8,15.6,14.5,0.4,4.0
2010-04-27,부산광역시,159.0,13.6,7.9,18.7,14.5,10.0,4.0
2010-04-28,부산광역시,159.0,9.0,6.3,12.8,1.0,1.6,4.0
2010-04-29,부산광역시,159.0,11.8,6.5,17.4,,11.2,4.0
2010-04-30,부산광역시,159.0,13.8,9.3,18.5,0.0,9.8,4.0
2011-02-01,부산광역시,159.0,3.6,-1.9,10.9,,7.9,2.0
2011-02-02,부산광역시,159.0,6.2,2.9,11.8,,8.7,2.0
2011-02-03,부산광역시,159.0,7.1,2.7,12.7,,9.6,2.0
2011-02-04,부산광역시,159.0,7.5,3.6,13.1,,8.5,2.0
2011-02-05,부산광역시,159.0,7.0,2.9,12.6,,9.0,2.0
2011-02-06,부산광역시,159.0,8.4,4.8,13.4,,7.6,2.0
2011-02-07,부산광역시,159.0,7.0,3.9,10.9,,7.6,2.0
2011-02-08,부산광역시,159.0,6.4,4.9,7.6,6.5,0.0,2.0
2011-02-09,부산광역시,159.0,5.6,2.3,10.2,,9.1,2.0
2011-02-10,부산광역시,159.0,3.2,1.8,7.4,1.0,0.0,2.0
2011-02-11,부산광역시,159.0,3.1,0.1,10.1,0.5,3.1,2.0
2011-02-12,부산광역시,159.0,0.1,-3.4,5.1,0.0,7.5,2.0
2011-02-13,부산광역시,159.0,1.2,-3.4,6.0,,5.8,2.0
2011-02-14,부산광역시,159.0,-0.8,-1.9,2.7,5.9,0.0,2.0
2011-02-15,부산광역시,159.0,3.7,-1.5,8.9,,9.9,2.0
2011-02-16,부산광역시,159.0,6.3,2.1,11.4,2.0,6.3,2.0
2011-02-17,부산광역시,159.0,5.3,3.6,7.5,11.5,0.0,2.0
2011-02-18,부산광역시,159.0,5.4,1.8,11.3,,6.6,2.0
2011-02-19,부산광역시,159.0,6.8,2.3,11.7,,7.3,2.0
2011-02-20,부산광역시,159.0,8.5,4.3,14.8,,7.8,2.0
2011-02-21,부산광역시,159.0,6.8,4.4,11.3,,7.9,2.0
2011-02-22,부산광역시,159.0,8.3,5.4,13.5,,6.5,2.0
2011-02-23,부산광역시,159.0,8.8,4.8,13.5,,5.8,2.0
2011-02-24,부산광역시,159.0,12.2,7.7,17.6,,7.5,2.0
2011-02-25,부산광역시,159.0,10.6,5.0,16.8,,7.5,2.0
2011-02-26,부산광역시,159.0,7.7,3.9,11.9,,6.5,2.0
2011-02-27,부산광역시,159.0,8.3,7.1,9.9,36.5,0.0,2.0
2011-02-28,부산광역시,159.0,6.9,5.4,9.5,7.0,0.0,2.0
2011-03-01,부산광역시,159.0,6.2,2.5,9.7,4.5,0.2,3.0
2011-03-02,부산광역시,159.0,3.0,-0.7,8.2,,10.6,3.0
2011-03-03,부산광역시,159.0,1.7,-2.5,7.2,,10.8,3.0
2011-03-04,부산광역시,159.0,3.5,-1.6,9.8,,11.0,3.0
2011-03-05,부산광역시,159.0,5.8,0.8,10.4,,8.1,3.0
2011-03-06,부산광역시,159.0,7.6,5.0,11.8,,3.8,3.0
2011-03-07,부산광역시,159.0,7.3,2.7,12.7,,10.4,3.0
2011-03-08,부산광역시,159.0,5.1,-0.2,10.4,,10.9,3.0
2011-03-09,부산광역시,159.0,4.8,2.0,9.3,,11.0,3.0
2011-03-10,부산광역시,159.0,4.9,-0.5,10.2,,11.1,3.0
2011-03-11,부산광역시,159.0,7.6,1.7,13.3,,11.0,3.0
2011-03-12,부산광역시,159.0,10.4,6.4,15.3,,8.9,3.0
2011-03-13,부산광역시,159.0,12.2,7.8,18.6,,10.7,3.0
2011-03-14,부산광역시,159.0,12.6,8.8,17.7,,5.1,3.0
2011-03-15,부산광역시,159.0,8.4,1.1,14.2,,6.4,3.0
2011-03-16,부산광역시,159.0,3.2,-1.3,9.6,,10.1,3.0
2011-03-17,부산광역시,159.0,4.5,-1.2,11.5,,11.4,3.0
2011-03-18,부산광역시,159.0,8.7,2.4,13.6,,7.9,3.0
2011-03-19,부산광역시,159.0,11.6,8.7,15.3,,2.9,3.0
2011-03-20,부산광역시,159.0,10.1,6.7,14.6,26.5,0.0,3.0
2011-03-21,부산광역시,159.0,9.3,6.7,14.5,,3.5,3.0
2011-03-22,부산광역시,159.0,7.1,3.5,10.6,,6.7,3.0
2011-03-23,부산광역시,159.0,5.4,-0.2,11.5,,11.6,3.0
2011-03-24,부산광역시,159.0,7.5,4.3,12.9,0.2,9.2,3.0
2011-03-25,부산광역시,159.0,6.0,3.1,10.2,,10.6,3.0
2011-03-26,부산광역시,159.0,5.5,1.0,9.9,,11.6,3.0
2011-03-27,부산광역시,159.0,7.8,2.9,12.7,,11.3,3.0
2011-03-28,부산광역시,159.0,10.5,6.9,15.1,,10.6,3.0
2011-03-29,부산광역시,159.0,9.4,5.5,13.6,,8.4,3.0
2011-03-30,부산광역시,159.0,10.0,4.3,15.3,,11.4,3.0
2011-03-31,부산광역시,159.0,12.8,8.3,20.1,,11.2,3.0
2011-04-01,부산광역시,159.0,14.3,9.8,19.0,,11.5,4.0
2011-04-02,부산광역시,159.0,11.4,8.4,15.3,,7.4,4.0
2011-04-03,부산광역시,159.0,8.0,6.0,12.1,5.0,2.5,4.0
2011-04-04,부산광역시,159.0,8.9,5.3,13.0,,11.8,4.0
2011-04-05,부산광역시,159.0,10.6,6.6,15.8,,11.9,4.0
2011-04-06,부산광역시,159.0,12.7,6.5,18.5,,10.4,4.0
2011-04-07,부산광역시,159.0,14.0,12.2,15.4,18.5,0.0,4.0
2011-04-08,부산광역시,159.0,13.4,10.8,16.4,18.0,5.2,4.0
2011-04-09,부산광역시,159.0,14.1,9.3,17.9,,11.4,4.0
2011-04-10,부산광역시,159.0,16.2,12.7,19.8,,10.7,4.0
2011-04-11,부산광역시,159.0,11.7,7.7,15.2,2.5,4.8,4.0
2011-04-12,부산광역시,159.0,12.7,7.8,18.2,,12.1,4.0
2011-04-13,부산광역시,159.0,14.1,8.4,21.4,,12.0,4.0
2011-04-14,부산광역시,159.0,14.3,10.9,17.7,,11.6,4.0
2011-04-15,부산광역시,159.0,15.8,12.9,19.0,,5.2,4.0
2011-04-16,부산광역시,159.0,12.2,9.3,16.6,,10.3,4.0
2011-04-17,부산광역시,159.0,11.2,7.4,17.8,,12.0,4.0
2011-04-18,부산광역시,159.0,11.3,7.6,17.2,,5.4,4.0
2011-04-19,부산광역시,159.0,10.5,6.4,17.3,,7.1,4.0
2011-04-20,부산광역시,159.0,11.9,7.6,15.5,,10.2,4.0
2011-04-21,부산광역시,159.0,14.5,10.0,18.1,,8.9,4.0
2011-04-22,부산광역시,159.0,13.9,12.6,15.1,32.0,0.0,4.0
2011-04-23,부산광역시,159.0,13.7,9.7,19.3,,10.6,4.0
2011-04-24,부산광역시,159.0,13.0,9.1,16.9,,11.4,4.0
2011-04-25,부산광역시,159.0,13.5,8.7,17.5,,10.5,4.0
2011-04-26,부산광역시,159.0,15.3,11.6,17.7,3.5,0.0,4.0
2011-04-27,부산광역시,159.0,16.1,12.7,19.2,2.5,2.9,4.0
2011-04-28,부산광역시,159.0,12.8,8.3,18.6,,8.1,4.0
2011-04-29,부산광역시,159.0,13.5,8.8,18.2,,8.3,4.0
2011-04-30,부산광역시,159.0,16.7,14.7,18.3,18.0,0.0,4.0
2012-02-01,부산광역시,159.0,0.0,-5.8,5.5,,9.5,2.0
2012-02-02,부산광역시,159.0,-6.5,-9.9,-2.5,,10.1,2.0
2012-02-03,부산광역시,159.0,-3.2,-9.5,3.6,,10.2,2.0
2012-02-04,부산광역시,159.0,1.8,-3.6,7.9,,9.0,2.0
2012-02-05,부산광역시,159.0,3.4,1.1,6.2,,0.1,2.0
2012-02-06,부산광역시,159.0,5.3,1.8,10.9,4.5,2.2,2.0
2012-02-07,부산광역시,159.0,1.1,-5.6,4.9,0.1,9.0,2.0
2012-02-08,부산광역시,159.0,-3.5,-7.6,2.4,,10.0,2.0
2012-02-09,부산광역시,159.0,-0.5,-4.9,3.9,,9.1,2.0
2012-02-10,부산광역시,159.0,1.4,-1.3,5.0,,3.5,2.0
2012-02-11,부산광역시,159.0,1.5,-2.2,7.3,,10.4,2.0
2012-02-12,부산광역시,159.0,3.3,-2.2,8.2,,9.8,2.0
2012-02-13,부산광역시,159.0,4.4,2.3,5.7,2.5,0.0,2.0
2012-02-14,부산광역시,159.0,6.8,4.7,9.1,8.5,0.0,2.0
2012-02-15,부산광역시,159.0,6.9,4.5,11.7,,3.9,2.0
2012-02-16,부산광역시,159.0,4.0,1.4,7.9,,9.9,2.0
2012-02-17,부산광역시,159.0,-0.6,-3.7,4.0,,10.3,2.0
2012-02-18,부산광역시,159.0,-2.1,-6.1,2.9,,10.6,2.0
2012-02-19,부산광역시,159.0,-0.3,-5.5,6.6,,10.6,2.0
2012-02-20,부산광역시,159.0,3.3,-2.2,9.4,,10.5,2.0
2012-02-21,부산광역시,159.0,4.2,1.7,8.4,1.5,0.2,2.0
2012-02-22,부산광역시,159.0,7.6,4.4,9.5,,0.1,2.0
2012-02-23,부산광역시,159.0,9.9,6.9,16.4,,8.3,2.0
2012-02-24,부산광역시,159.0,6.4,5.5,8.3,,0.0,2.0
2012-02-25,부산광역시,159.0,5.9,2.9,9.4,,2.0,2.0
2012-02-26,부산광역시,159.0,3.7,1.1,8.2,,1.7,2.0
2012-02-27,부산광역시,159.0,3.9,-1.3,9.1,,10.4,2.0
2012-02-28,부산광역시,159.0,4.6,2.5,7.4,4.5,0.0,2.0
2012-02-29,부산광역시,159.0,7.4,3.4,11.4,0.5,0.4,2.0
2012-03-01,부산광역시,159.0,9.2,6.2,12.5,,1.0,3.0
2012-03-02,부산광역시,159.0,8.1,6.8,10.0,0.4,0.0,3.0
2012-03-03,부산광역시,159.0,7.6,5.8,10.5,0.0,3.9,3.0
2012-03-04,부산광역시,159.0,7.1,5.7,8.8,9.5,0.0,3.0
2012-03-05,부산광역시,159.0,7.0,5.6,8.9,12.5,0.0,3.0
2012-03-06,부산광역시,159.0,7.9,4.5,11.4,3.5,4.9,3.0
2012-03-07,부산광역시,159.0,7.1,2.8,11.3,,4.2,3.0
2012-03-08,부산광역시,159.0,8.6,5.4,12.5,,2.4,3.0
2012-03-09,부산광역시,159.0,8.0,4.7,13.5,,7.2,3.0
2012-03-10,부산광역시,159.0,7.7,5.4,12.1,,4.2,3.0
2012-03-11,부산광역시,159.0,3.7,-1.0,7.3,,10.9,3.0
2012-03-12,부산광역시,159.0,2.0,-3.6,8.9,,11.3,3.0
2012-03-13,부산광역시,159.0,4.2,-0.6,10.2,,11.3,3.0
2012-03-14,부산광역시,159.0,7.7,2.8,12.2,,10.6,3.0
2012-03-15,부산광역시,159.0,9.1,6.2,13.7,,10.1,3.0
2012-03-16,부산광역시,159.0,9.3,7.3,11.3,8.5,0.0,3.0
2012-03-17,부산광역시,159.0,11.8,10.0,17.2,2.0,3.7,3.0
2012-03-18,부산광역시,159.0,11.8,8.7,17.9,,4.3,3.0
2012-03-19,부산광역시,159.0,7.8,3.9,11.2,,8.7,3.0
2012-03-20,부산광역시,159.0,7.8,3.8,12.6,,11.1,3.0
2012-03-21,부산광역시,159.0,8.0,3.1,12.6,,11.1,3.0
2012-03-22,부산광역시,159.0,7.2,5.7,8.5,15.5,0.0,3.0
2012-03-23,부산광역시,159.0,8.4,7.0,9.9,20.5,0.0,3.0
2012-03-24,부산광역시,159.0,7.4,4.1,12.3,,11.4,3.0
2012-03-25,부산광역시,159.0,5.9,2.2,11.5,,11.7,3.0
2012-03-26,부산광역시,159.0,6.2,0.8,12.0,,11.8,3.0
2012-03-27,부산광역시,159.0,10.6,5.6,15.5,,11.2,3.0
2012-03-28,부산광역시,159.0,12.2,8.8,19.7,,10.6,3.0
2012-03-29,부산광역시,159.0,13.5,7.6,17.0,,8.6,3.0
2012-03-30,부산광역시,159.0,14.0,11.4,15.9,101.0,0.0,3.0
2012-03-31,부산광역시,159.0,9.6,6.4,13.0,0.5,10.8,3.0
2012-04-01,부산광역시,159.0,7.5,2.1,12.9,,11.4,4.0
2012-04-02,부산광역시,159.0,12.3,6.5,15.8,6.0,9.7,4.0
2012-04-03,부산광역시,159.0,10.3,4.4,15.2,16.0,9.1,4.0
2012-04-04,부산광역시,159.0,9.8,3.2,14.7,,11.2,4.0
