일시,지점명,지점,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),합계 일조시간(hr),월
2012-04-05,부산광역시,159.0,11.6,8.1,15.7,,11.7,4.0
2012-04-06,부산광역시,159.0,9.3,4.4,15.4,,12.0,4.0
2012-04-07,부산광역시,159.0,8.2,2.9,14.8,,12.0,4.0
2012-04-08,부산광역시,159.0,14.2,8.8,18.3,,11.7,4.0
2012-04-09,부산광역시,159.0,16.1,14.1,20.3,,9.7,4.0
2012-04-10,부산광역시,159.0,14.7,12.9,17.6,12.5,0.1,4.0
2012-04-11,부산광역시,159.0,14.9,11.1,20.5,8.5,4.5,4.0
2012-04-12,부산광역시,159.0,14.5,9.9,18.9,,11.7,4.0
2012-04-13,부산광역시,159.0,12.4,10.5,15.4,0.4,0.0,4.0
2012-04-14,부산광역시,159.0,13.8,9.8,17.2,,11.4,4.0
2012-04-15,부산광역시,159.0,15.6,12.2,19.4,,10.3,4.0
2012-04-16,부산광역시,159.0,16.6,12.1,21.8,,11.2,4.0
2012-04-17,부산광역시,159.0,13.6,10.4,18.2,,12.0,4.0
2012-04-18,부산광역시,159.0,13.9,9.7,18.4,,11.1,4.0
2012-04-19,부산광역시,159.0,13.7,11.1,17.3,0.4,0.3,4.0
2012-04-20,부산광역시,159.0,13.5,11.7,17.2,5.5,0.0,4.0
2012-04-21,부산광역시,159.0,14.0,12.2,15.1,105.5,0.0,4.0
2012-04-22,부산광역시,159.0,14.6,12.3,17.3,12.0,7.1,4.0
2012-04-23,부산광역시,159.0,16.4,12.1,21.3,,11.3,4.0
2012-04-24,부산광역시,159.0,18.0,15.2,23.3,,11.3,4.0
2012-04-25,부산광역시,159.0,15.5,12.9,18.1,44.5,0.0,4.0
2012-04-26,부산광역시,159.0,16.6,13.1,21.6,,11.8,4.0
2012-04-27,부산광역시,159.0,16.0,10.9,19.6,,12.5,4.0
2012-04-28,부산광역시,159.0,17.1,12.7,21.4,,12.7,4.0
2012-04-29,부산광역시,159.0,17.6,14.8,19.9,,2.5,4.0
2012-04-30,부산광역시,159.0,17.1,15.5,17.6,2.5,0.0,4.0
2013-02-01,부산광역시,159.0,11.6,9.5,13.4,25.5,0.0,2.0
2013-02-02,부산광역시,159.0,8.9,3.4,13.5,,9.8,2.0
2013-02-03,부산광역시,159.0,5.6,0.4,9.0,1.0,4.2,2.0
2013-02-04,부산광역시,159.0,6.8,3.6,11.9,3.5,6.1,2.0
2013-02-05,부산광역시,159.0,6.3,3.5,8.8,3.5,0.0,2.0
2013-02-06,부산광역시,159.0,5.2,1.1,9.3,,8.6,2.0
2013-02-07,부산광역시,159.0,-1.2,-7.9,3.2,,6.9,2.0
2013-02-08,부산광역시,159.0,-4.3,-10.7,2.8,,8.1,2.0
2013-02-09,부산광역시,159.0,-0.5,-4.5,5.2,,10.1,2.0
2013-02-10,부산광역시,159.0,2.2,-3.2,8.4,,9.7,2.0
2013-02-11,부산광역시,159.0,2.2,-1.9,7.3,,9.3,2.0
2013-02-12,부산광역시,159.0,2.8,-0.8,6.6,0.1,0.0,2.0
2013-02-13,부산광역시,159.0,2.1,-2.6,7.7,,10.2,2.0
2013-02-14,부산광역시,159.0,6.0,1.8,10.2,,7.9,2.0
2013-02-15,부산광역시,159.0,5.9,0.9,10.5,,9.8,2.0
2013-02-16,부산광역시,159.0,1.6,-3.2,8.4,,10.5,2.0
2013-02-17,부산광역시,159.0,5.0,1.0,8.2,2.5,0.0,2.0
2013-02-18,부산광역시,159.0,6.0,4.9,7.1,10.5,0.0,2.0
2013-02-19,부산광역시,159.0,3.7,0.1,6.4,,1.5,2.0
2013-02-20,부산광역시,159.0,1.3,-3.3,7.2,,10.7,2.0
2013-02-21,부산광역시,159.0,3.3,-1.5,8.6,,9.7,2.0
2013-02-22,부산광역시,159.0,5.6,1.8,10.6,,8.4,2.0
2013-02-23,부산광역시,159.0,3.3,-1.0,8.3,,10.7,2.0
2013-02-24,부산광역시,159.0,4.8,-0.8,10.5,,9.8,2.0
2013-02-25,부산광역시,159.0,7.7,3.2,12.3,,10.1,2.0
2013-02-26,부산광역시,159.0,8.3,6.0,10.8,0.0,0.0,2.0
2013-02-27,부산광역시,159.0,9.8,5.4,17.2,,10.4,2.0
2013-02-28,부산광역시,159.0,11.6,7.1,16.4,,10.0,2.0
2013-03-01,부산광역시,159.0,9.7,1.1,14.2,8.0,2.7,3.0
2013-03-02,부산광역시,159.0,2.9,-2.0,8.6,,10.4,3.0
2013-03-03,부산광역시,159.0,5.9,1.5,12.1,,10.7,3.0
2013-03-04,부산광역시,159.0,7.0,1.6,11.8,,10.2,3.0
2013-03-05,부산광역시,159.0,8.3,3.6,13.6,,11.0,3.0
2013-03-06,부산광역시,159.0,11.1,5.3,16.4,,9.9,3.0
2013-03-07,부산광역시,159.0,13.1,10.8,15.1,0.3,3.6,3.0
2013-03-08,부산광역시,159.0,13.2,8.0,17.4,,6.5,3.0
2013-03-09,부산광역시,159.0,14.6,9.4,17.8,,9.8,3.0
2013-03-10,부산광역시,159.0,11.5,8.3,16.1,,8.4,3.0
2013-03-11,부산광역시,159.0,8.5,4.6,13.4,,9.5,3.0
2013-03-12,부산광역시,159.0,11.5,5.8,15.1,1.5,10.1,3.0
2013-03-13,부산광역시,159.0,10.5,5.2,16.7,16.5,0.0,3.0
2013-03-14,부산광역시,159.0,5.8,3.5,9.3,,6.2,3.0
2013-03-15,부산광역시,159.0,8.6,3.5,13.4,,11.0,3.0
2013-03-16,부산광역시,159.0,11.8,8.5,17.6,,8.2,3.0
2013-03-17,부산광역시,159.0,11.7,7.6,16.2,24.0,4.7,3.0
2013-03-18,부산광역시,159.0,13.7,10.9,16.2,42.0,6.8,3.0
2013-03-19,부산광역시,159.0,13.0,9.7,16.2,,7.7,3.0
2013-03-20,부산광역시,159.0,11.5,4.2,16.6,1.0,6.2,3.0
2013-03-21,부산광역시,159.0,5.4,-0.8,10.0,,11.5,3.0
2013-03-22,부산광역시,159.0,9.5,5.4,13.8,,5.6,3.0
2013-03-23,부산광역시,159.0,10.5,5.6,14.4,,9.1,3.0
2013-03-24,부산광역시,159.0,11.4,8.0,17.1,,5.0,3.0
2013-03-25,부산광역시,159.0,8.7,5.6,14.1,,8.9,3.0
2013-03-26,부산광역시,159.0,9.1,3.5,13.4,,11.0,3.0
2013-03-27,부산광역시,159.0,11.8,7.5,15.6,0.0,9.6,3.0
2013-03-28,부산광역시,159.0,13.7,9.6,19.3,,9.9,3.0
2013-03-29,부산광역시,159.0,10.8,8.2,15.2,,7.8,3.0
2013-03-30,부산광역시,159.0,11.2,7.3,14.8,,7.9,3.0
2013-03-31,부산광역시,159.0,9.9,7.3,13.7,0.4,8.2,3.0
2013-04-01,부산광역시,159.0,11.8,6.8,16.8,,10.8,4.0
2013-04-02,부산광역시,159.0,12.8,7.8,17.8,,7.5,4.0
2013-04-03,부산광역시,159.0,12.3,6.2,17.7,,11.3,4.0
2013-04-04,부산광역시,159.0,14.0,10.2,19.2,,7.5,4.0
2013-04-05,부산광역시,159.0,13.2,8.7,17.5,,6.2,4.0
2013-04-06,부산광역시,159.0,11.4,4.2,14.3,58.0,0.0,4.0
2013-04-07,부산광역시,159.0,7.9,3.6,14.0,13.5,8.4,4.0
2013-04-08,부산광역시,159.0,10.4,4.0,17.3,,11.5,4.0
2013-04-09,부산광역시,159.0,11.2,7.2,16.8,,11.1,4.0
2013-04-10,부산광역시,159.0,7.5,3.5,12.1,,10.7,4.0
2013-04-11,부산광역시,159.0,9.8,5.4,14.8,,11.5,4.0
2013-04-12,부산광역시,159.0,9.8,5.6,15.0,,12.2,4.0
2013-04-13,부산광역시,159.0,12.3,6.1,16.3,,11.7,4.0
2013-04-14,부산광역시,159.0,15.4,11.2,18.7,1.5,7.7,4.0
2013-04-15,부산광역시,159.0,11.6,6.1,15.8,,9.2,4.0
2013-04-16,부산광역시,159.0,17.0,13.1,19.8,,8.1,4.0
2013-04-17,부산광역시,159.0,11.9,9.9,18.1,0.2,0.0,4.0
2013-04-18,부산광역시,159.0,13.3,9.9,18.0,,6.9,4.0
2013-04-19,부산광역시,159.0,10.1,8.0,12.8,,9.3,4.0
2013-04-20,부산광역시,159.0,7.6,6.5,9.2,5.0,0.0,4.0
2013-04-21,부산광역시,159.0,10.6,5.5,15.8,,11.3,4.0
2013-04-22,부산광역시,159.0,13.0,7.9,18.5,,12.0,4.0
2013-04-23,부산광역시,159.0,12.6,11.3,13.8,44.5,0.0,4.0
2013-04-24,부산광역시,159.0,17.6,13.3,23.4,13.0,9.8,4.0
2013-04-25,부산광역시,159.0,15.6,12.0,20.2,,10.8,4.0
2013-04-26,부산광역시,159.0,14.6,10.2,19.7,,11.9,4.0
2013-04-27,부산광역시,159.0,14.3,10.8,19.0,0.0,8.1,4.0
2013-04-28,부산광역시,159.0,16.0,10.9,19.9,,11.8,4.0
2013-04-29,부산광역시,159.0,16.5,13.2,18.6,0.5,0.0,4.0
2013-04-30,부산광역시,159.0,15.1,11.2,20.6,,7.0,4.0
2014-02-01,부산광역시,159.0,12.3,6.7,16.8,5.0,3.5,2.0
2014-02-02,부산광역시,159.0,12.3,10.1,16.5,,5.8,2.0
2014-02-03,부산광역시,159.0,9.0,1.4,12.9,,3.5,2.0
2014-02-04,부산광역시,159.0,-2.0,-5.6,3.2,,10.1,2.0
2014-02-05,부산광역시,159.0,-0.2,-5.4,5.4,,8.8,2.0
2014-02-06,부산광역시,159.0,3.2,0.9,6.2,0.0,0.2,2.0
2014-02-07,부산광역시,159.0,4.7,2.6,6.8,5.0,0.0,2.0
2014-02-08,부산광역시,159.0,5.0,2.3,9.3,1.5,3.5,2.0
2014-02-09,부산광역시,159.0,4.8,2.7,8.6,,5.8,2.0
2014-02-10,부산광역시,159.0,1.1,-0.1,3.4,2.5,0.3,2.0
2014-02-11,부산광역시,159.0,1.5,-0.8,6.1,0.5,6.5,2.0
2014-02-12,부산광역시,159.0,3.4,1.0,8.9,,6.5,2.0
2014-02-13,부산광역시,159.0,4.1,2.4,7.3,0.4,1.9,2.0
2014-02-14,부산광역시,159.0,3.6,2.9,4.5,0.1,0.0,2.0
2014-02-15,부산광역시,159.0,5.0,0.8,12.0,,9.6,2.0
2014-02-16,부산광역시,159.0,6.9,1.3,11.5,,9.3,2.0
2014-02-17,부산광역시,159.0,7.0,4.4,11.3,5.5,1.5,2.0
2014-02-18,부산광역시,159.0,3.0,1.9,4.4,1.0,0.0,2.0
2014-02-19,부산광역시,159.0,3.1,2.0,3.9,,0.0,2.0
2014-02-20,부산광역시,159.0,6.2,1.2,11.8,,9.7,2.0
2014-02-21,부산광역시,159.0,5.0,0.3,10.4,,9.9,2.0
2014-02-22,부산광역시,159.0,6.7,2.4,13.0,,8.6,2.0
2014-02-23,부산광역시,159.0,7.6,3.1,12.9,,9.5,2.0
2014-02-24,부산광역시,159.0,9.0,4.8,14.5,,9.2,2.0
2014-02-25,부산광역시,159.0,10.1,6.1,14.8,,7.9,2.0
2014-02-26,부산광역시,159.0,9.1,8.2,10.2,22.0,0.0,2.0
2014-02-27,부산광역시,159.0,12.1,8.7,17.5,0.5,9.2,2.0
2014-02-28,부산광역시,159.0,9.8,8.1,13.7,0.1,0.0,2.0
2014-03-01,부산광역시,159.0,9.3,8.0,11.4,4.0,0.1,3.0
2014-03-02,부산광역시,159.0,8.1,5.0,12.9,0.5,6.9,3.0
2014-03-03,부산광역시,159.0,6.9,4.2,11.2,,9.4,3.0
2014-03-04,부산광역시,159.0,7.8,4.2,12.4,2.0,1.0,3.0
2014-03-05,부산광역시,159.0,6.8,2.5,12.5,,10.2,3.0
2014-03-06,부산광역시,159.0,4.3,-0.5,8.5,,9.5,3.0
2014-03-07,부산광역시,159.0,3.9,0.5,8.4,,10.9,3.0
2014-03-08,부산광역시,159.0,5.0,0.5,10.6,,8.3,3.0
2014-03-09,부산광역시,159.0,5.7,1.5,11.7,,8.5,3.0
2014-03-10,부산광역시,159.0,4.9,-0.6,10.6,,11.3,3.0
2014-03-11,부산광역시,159.0,8.7,3.1,13.0,,10.5,3.0
2014-03-12,부산광역시,159.0,11.5,8.0,13.6,28.5,0.0,3.0
2014-03-13,부산광역시,159.0,5.5,2.8,13.9,30.0,0.0,3.0
2014-03-14,부산광역시,159.0,5.2,0.8,9.8,,9.7,3.0
2014-03-15,부산광역시,159.0,8.6,2.0,13.7,,10.6,3.0
2014-03-16,부산광역시,159.0,12.4,8.7,17.3,,10.4,3.0
2014-03-17,부산광역시,159.0,13.7,9.2,17.9,0.2,9.5,3.0
2014-03-18,부산광역시,159.0,14.5,9.3,21.6,1.0,9.4,3.0
2014-03-19,부산광역시,159.0,9.6,8.2,12.9,,1.5,3.0
2014-03-20,부산광역시,159.0,7.8,4.7,12.8,4.0,5.1,3.0
2014-03-21,부산광역시,159.0,7.2,3.0,12.5,,11.0,3.0
2014-03-22,부산광역시,159.0,9.6,4.7,14.1,,11.5,3.0
2014-03-23,부산광역시,159.0,13.4,9.1,20.0,,11.1,3.0
2014-03-24,부산광역시,159.0,13.6,9.3,17.6,,8.8,3.0
2014-03-25,부산광역시,159.0,14.6,13.1,18.1,13.5,0.5,3.0
2014-03-26,부산광역시,159.0,15.3,12.7,20.2,10.5,3.7,3.0
2014-03-27,부산광역시,159.0,14.2,11.7,18.6,,9.6,3.0
2014-03-28,부산광역시,159.0,16.3,12.1,19.8,,8.9,3.0
2014-03-29,부산광역시,159.0,14.1,12.7,17.4,28.0,0.0,3.0
2014-03-30,부산광역시,159.0,12.9,11.2,16.2,14.5,2.4,3.0
2014-03-31,부산광역시,159.0,13.1,9.4,18.6,,5.2,3.0
2014-04-01,부산광역시,159.0,14.6,11.4,19.5,,10.8,4.0
2014-04-02,부산광역시,159.0,15.2,10.1,20.4,,11.6,4.0
2014-04-03,부산광역시,159.0,14.4,10.7,20.5,2.5,8.1,4.0
2014-04-04,부산광역시,159.0,9.6,5.1,14.8,2.5,12.0,4.0
2014-04-05,부산광역시,159.0,9.1,6.1,12.9,,7.0,4.0
2014-04-06,부산광역시,159.0,9.3,4.1,15.8,,11.9,4.0
2014-04-07,부산광역시,159.0,13.7,7.8,18.6,,10.9,4.0
2014-04-08,부산광역시,159.0,15.0,11.5,21.5,,11.7,4.0
2014-04-09,부산광역시,159.0,14.8,10.5,19.3,,11.7,4.0
2014-04-10,부산광역시,159.0,14.6,10.3,20.3,,10.9,4.0
2014-04-11,부산광역시,159.0,12.8,10.2,17.5,0.1,1.5,4.0
2014-04-12,부산광역시,159.0,13.9,11.7,16.7,0.5,0.5,4.0
2014-04-13,부산광역시,159.0,12.9,10.5,17.4,6.0,1.3,4.0
2014-04-14,부산광역시,159.0,14.4,10.4,19.4,,12.1,4.0
2014-04-15,부산광역시,159.0,17.6,11.2,22.3,,11.1,4.0
2014-04-16,부산광역시,159.0,18.8,15.7,23.9,,5.5,4.0
2014-04-17,부산광역시,159.0,15.2,11.7,21.1,31.5,4.4,4.0
2014-04-18,부산광역시,159.0,13.0,10.6,16.8,0.5,1.8,4.0
2014-04-19,부산광역시,159.0,11.6,9.9,13.9,0.2,2.3,4.0
2014-04-20,부산광역시,159.0,12.8,10.5,17.4,,6.2,4.0
2014-04-21,부산광역시,159.0,15.8,11.2,21.8,,11.1,4.0
2014-04-22,부산광역시,159.0,16.4,13.6,21.6,,8.7,4.0
2014-04-23,부산광역시,159.0,17.4,13.5,23.8,,11.9,4.0
2014-04-24,부산광역시,159.0,17.9,13.3,22.9,,11.9,4.0
2014-04-25,부산광역시,159.0,17.8,13.5,23.3,,11.6,4.0
2014-04-26,부산광역시,159.0,18.0,14.0,22.7,,10.1,4.0
2014-04-27,부산광역시,159.0,17.4,14.8,21.4,1.5,3.6,4.0
2014-04-28,부산광역시,159.0,13.8,13.1,14.9,77.5,0.0,4.0
2014-04-29,부산광역시,159.0,15.6,14.0,18.5,24.5,2.0,4.0
2014-04-30,부산광역시,159.0,14.6,13.7,16.6,0.5,0.1,4.0
2015-02-01,부산광역시,159.0,3.2,-1.7,10.0,,10.1,2.0
2015-02-02,부산광역시,159.0,5.0,0.8,10.4,,7.7,2.0
2015-02-03,부산광역시,159.0,6.7,2.1,11.5,,7.0,2.0
2015-02-04,부산광역시,159.0,5.2,2.3,9.9,1.0,4.0,2.0
2015-02-05,부산광역시,159.0,3.7,0.2,8.9,,9.6,2.0
2015-02-06,부산광역시,159.0,4.2,-0.7,10.6,,9.9,2.0
2015-02-07,부산광역시,159.0,5.6,2.3,10.3,,6.7,2.0
2015-02-08,부산광역시,159.0,0.2,-5.2,4.7,,10.0,2.0
2015-02-09,부산광역시,159.0,-2.2,-7.8,3.0,,10.4,2.0
2015-02-10,부산광역시,159.0,4.4,-0.9,9.1,,9.9,2.0
2015-02-11,부산광역시,159.0,6.5,2.3,10.4,,8.3,2.0
2015-02-12,부산광역시,159.0,5.2,0.5,9.8,,9.6,2.0
2015-02-13,부산광역시,159.0,1.9,-2.8,8.5,,9.3,2.0
2015-02-14,부산광역시,159.0,5.3,-0.8,11.3,,10.3,2.0
2015-02-15,부산광역시,159.0,7.8,5.1,10.5,2.5,0.1,2.0
2015-02-16,부산광역시,159.0,6.7,6.1,7.6,3.5,0.0,2.0
2015-02-17,부산광역시,159.0,6.5,3.4,11.6,,9.4,2.0
2015-02-18,부산광역시,159.0,4.6,1.9,9.4,,9.6,2.0
2015-02-19,부산광역시,159.0,4.9,0.7,11.5,,7.5,2.0
2015-02-20,부산광역시,159.0,6.6,2.3,11.2,,9.8,2.0
2015-02-21,부산광역시,159.0,9.0,5.5,10.5,13.0,0.0,2.0
2015-02-22,부산광역시,159.0,11.1,6.0,15.4,4.5,3.9,2.0
2015-02-23,부산광역시,159.0,6.7,2.9,13.6,,6.1,2.0
2015-02-24,부산광역시,159.0,7.8,3.9,13.9,,7.5,2.0
2015-02-25,부산광역시,159.0,9.7,6.2,12.9,,3.1,2.0
2015-02-26,부산광역시,159.0,8.8,2.5,14.9,,7.2,2.0
2015-02-27,부산광역시,159.0,2.0,-1.5,6.4,,4.8,2.0
2015-02-28,부산광역시,159.0,5.3,2.9,7.9,6.0,0.0,2.0
2015-03-01,부산광역시,159.0,5.1,2.2,9.6,2.5,7.7,3.0
2015-03-02,부산광역시,159.0,5.2,0.9,10.2,,11.0,3.0
2015-03-03,부산광역시,159.0,5.0,2.8,6.8,7.5,0.0,3.0
2015-03-04,부산광역시,159.0,3.2,-0.4,7.7,,9.6,3.0
2015-03-05,부산광역시,159.0,3.7,-2.0,9.5,,8.6,3.0
2015-03-06,부산광역시,159.0,6.4,3.5,10.8,,10.4,3.0
2015-03-07,부산광역시,159.0,7.9,3.9,12.8,,10.7,3.0
2015-03-08,부산광역시,159.0,8.7,4.2,13.0,,10.8,3.0
2015-03-09,부산광역시,159.0,8.8,-0.2,17.0,0.0,8.7,3.0
2015-03-10,부산광역시,159.0,0.7,-4.1,6.3,,11.3,3.0
2015-03-11,부산광역시,159.0,4.2,-1.2,8.5,,11.0,3.0
2015-03-12,부산광역시,159.0,6.1,1.1,10.0,,11.3,3.0
2015-03-13,부산광역시,159.0,8.2,5.8,12.0,11.0,5.4,3.0
2015-03-14,부산광역시,159.0,8.5,4.1,13.5,,10.7,3.0
2015-03-15,부산광역시,159.0,10.5,6.5,15.3,,9.4,3.0
2015-03-16,부산광역시,159.0,12.3,7.5,18.4,,9.9,3.0
2015-03-17,부산광역시,159.0,14.6,9.7,19.0,,9.2,3.0
2015-03-18,부산광역시,159.0,11.3,9.1,14.7,45.0,0.0,3.0
2015-03-19,부산광역시,159.0,11.3,8.7,17.8,2.5,6.2,3.0
2015-03-20,부산광역시,159.0,13.1,9.9,18.9,,5.8,3.0
2015-03-21,부산광역시,159.0,15.5,10.8,20.9,,10.4,3.0
2015-03-22,부산광역시,159.0,14.6,10.9,20.4,,10.5,3.0
2015-03-23,부산광역시,159.0,9.3,4.7,14.7,,11.8,3.0
2015-03-24,부산광역시,159.0,7.9,3.3,12.4,,11.5,3.0
2015-03-25,부산광역시,159.0,9.6,4.9,13.8,,11.6,3.0
2015-03-26,부산광역시,159.0,11.2,7.3,15.6,,11.8,3.0
2015-03-27,부산광역시,159.0,13.4,9.4,19.3,,9.1,3.0
2015-03-28,부산광역시,159.0,14.1,9.2,18.7,,8.0,3.0
2015-03-29,부산광역시,159.0,14.6,10.7,20.7,,10.5,3.0
2015-03-30,부산광역시,159.0,15.4,11.0,20.1,,11.1,3.0
2015-03-31,부산광역시,159.0,14.6,13.0,16.2,8.0,0.3,3.0
2015-04-01,부산광역시,159.0,12.8,10.5,16.3,0.4,0.0,4.0
2015-04-02,부산광역시,159.0,13.5,10.6,17.4,4.5,0.5,4.0
2015-04-03,부산광역시,159.0,16.1,11.7,20.7,31.0,4.9,4.0
2015-04-04,부산광역시,159.0,10.8,8.1,15.1,47.0,6.4,4.0
2015-04-05,부산광역시,159.0,10.7,8.4,12.6,5.0,0.0,4.0
2015-04-06,부산광역시,159.0,11.3,10.0,12.9,11.5,0.0,4.0
2015-04-07,부산광역시,159.0,9.8,8.8,12.3,,1.3,4.0
2015-04-08,부산광역시,159.0,8.7,6.7,10.9,,2.5,4.0
2015-04-09,부산광역시,159.0,10.0,5.9,14.5,,11.3,4.0
2015-04-10,부산광역시,159.0,11.8,8.3,17.6,,9.0,4.0
2015-04-11,부산광역시,159.0,12.5,7.8,17.6,,12.3,4.0
2015-04-12,부산광역시,159.0,13.1,9.8,18.1,1.5,4.6,4.0
2015-04-13,부산광역시,159.0,11.1,10.0,13.5,14.0,0.1,4.0
2015-04-14,부산광역시,159.0,11.1,8.4,14.9,12.0,11.9,4.0
2015-04-15,부산광역시,159.0,13.7,7.8,19.6,,10.8,4.0
2015-04-16,부산광역시,159.0,14.6,9.9,19.0,0.1,5.6,4.0
2015-04-17,부산광역시,159.0,13.5,8.2,19.0,,11.4,4.0
2015-04-18,부산광역시,159.0,14.7,10.8,20.1,8.0,6.9,4.0
2015-04-19,부산광역시,159.0,15.9,14.0,17.2,87.5,0.0,4.0
2015-04-20,부산광역시,159.0,11.7,9.4,15.2,8.5,0.0,4.0
2015-04-21,부산광역시,159.0,12.8,8.1,16.5,,11.5,4.0
2015-04-22,부산광역시,159.0,17.2,12.4,21.9,,11.6,4.0
2015-04-23,부산광역시,159.0,16.9,13.3,20.6,,10.6,4.0
2015-04-24,부산광역시,159.0,16.4,12.2,21.9,,10.8,4.0
2015-04-25,부산광역시,159.0,17.4,15.0,21.1,,12.5,4.0
2015-04-26,부산광역시,159.0,17.7,14.1,22.6,,12.6,4.0
2015-04-27,부산광역시,159.0,18.8,15.0,23.9,,12.4,4.0
2015-04-28,부산광역시,159.0,18.4,15.1,23.0,2.0,4.5,4.0
2015-04-29,부산광역시,159.0,15.7,14.7,17.4,35.0,0.0,4.0
2015-04-30,부산광역시,159.0,17.0,14.1,20.3,,0.1,4.0
2016-02-01,부산광역시,159.0,1.7,-1.2,7.3,,7.8,2.0
2016-02-02,부산광역시,159.0,1.2,-4.0,7.9,,8.8,2.0
2016-02-03,부산광역시,159.0,1.9,-2.8,7.5,,10.1,2.0
2016-02-04,부산광역시,159.0,3.2,-0.8,7.3,,7.5,2.0
2016-02-05,부산광역시,159.0,4.1,0.3,10.1,,9.6,2.0
2016-02-06,부산광역시,159.0,2.4,-0.7,7.0,,10.1,2.0
2016-02-07,부산광역시,159.0,3.3,-1.7,9.4,,9.0,2.0
2016-02-08,부산광역시,159.0,4.5,-1.2,8.8,,10.2,2.0
2016-02-09,부산광역시,159.0,6.4,3.4,11.9,,10.2,2.0
2016-02-10,부산광역시,159.0,6.3,1.3,11.8,,10.4,2.0
2016-02-11,부산광역시,159.0,9.2,4.0,14.7,,8.9,2.0
2016-02-12,부산광역시,159.0,12.3,9.7,13.9,32.7,0.0,2.0
2016-02-13,부산광역시,159.0,14.5,12.5,15.8,28.9,0.0,2.0
2016-02-14,부산광역시,159.0,6.7,-0.4,15.2,,6.1,2.0
2016-02-15,부산광역시,159.0,-0.4,-3.5,4.2,,10.5,2.0
2016-02-16,부산광역시,159.0,2.2,-2.3,6.3,,9.7,2.0
2016-02-17,부산광역시,159.0,3.9,-0.6,9.6,,10.6,2.0
2016-02-18,부산광역시,159.0,5.7,0.3,9.9,,10.6,2.0
2016-02-19,부산광역시,159.0,8.9,5.7,14.8,,7.2,2.0
2016-02-20,부산광역시,159.0,7.8,3.8,11.6,1.4,2.6,2.0
2016-02-21,부산광역시,159.0,3.8,-0.2,8.9,,10.5,2.0
2016-02-22,부산광역시,159.0,6.6,3.1,10.4,,1.9,2.0
2016-02-23,부산광역시,159.0,7.9,3.9,12.8,,7.5,2.0
2016-02-24,부산광역시,159.0,3.0,-0.5,8.4,,7.3,2.0
2016-02-25,부산광역시,159.0,3.1,-2.1,8.8,,10.8,2.0
2016-02-26,부산광역시,159.0,6.1,1.3,10.6,,8.2,2.0
2016-02-27,부산광역시,159.0,10.6,7.4,15.6,,9.4,2.0
2016-02-28,부산광역시,159.0,10.1,6.5,15.2,0.7,6.5,2.0
2016-02-29,부산광역시,159.0,1.1,-2.5,6.7,0.0,9.5,2.0
2016-03-01,부산광역시,159.0,1.4,-4.3,7.7,,10.8,3.0
2016-03-02,부산광역시,159.0,6.3,0.1,11.4,,10.9,3.0
2016-03-03,부산광역시,159.0,11.4,5.9,17.2,,10.8,3.0
2016-03-04,부산광역시,159.0,11.5,10.6,12.4,35.7,0.0,3.0
2016-03-05,부산광역시,159.0,13.7,10.5,16.4,1.6,0.1,3.0
2016-03-06,부산광역시,159.0,13.3,11.7,17.1,32.7,1.5,3.0
2016-03-07,부산광역시,159.0,11.4,7.8,16.2,,8.8,3.0
2016-03-08,부산광역시,159.0,9.6,5.1,13.4,6.6,0.2,3.0
2016-03-09,부산광역시,159.0,6.9,2.6,13.4,13.6,5.8,3.0
2016-03-10,부산광역시,159.0,5.6,2.1,10.8,,7.9,3.0
2016-03-11,부산광역시,159.0,3.5,-0.8,10.0,,11.5,3.0
2016-03-12,부산광역시,159.0,5.1,0.7,10.3,,11.1,3.0
2016-03-13,부산광역시,159.0,7.6,5.2,10.7,,0.0,3.0
2016-03-14,부산광역시,159.0,7.7,4.1,14.3,,6.7,3.0
2016-03-15,부산광역시,159.0,8.2,3.2,12.3,,10.6,3.0
2016-03-16,부산광역시,159.0,11.2,7.3,16.2,,10.3,3.0
2016-03-17,부산광역시,159.0,12.6,7.8,16.9,,9.9,3.0
2016-03-18,부산광역시,159.0,12.7,11.5,13.4,38.7,0.0,3.0
2016-03-19,부산광역시,159.0,13.3,10.4,19.4,,9.9,3.0
2016-03-20,부산광역시,159.0,10.6,8.6,14.2,,5.3,3.0
2016-03-21,부산광역시,159.0,10.2,7.3,14.8,,11.2,3.0
2016-03-22,부산광역시,159.0,12.3,7.1,16.8,,11.5,3.0
2016-03-23,부산광역시,159.0,11.0,8.2,15.1,0.0,7.5,3.0
2016-03-24,부산광역시,159.0,8.6,5.4,13.5,0.0,7.9,3.0
2016-03-25,부산광역시,159.0,8.1,6.3,11.7,0.0,3.7,3.0
2016-03-26,부산광역시,159.0,7.4,5.6,11.1,4.6,3.5,3.0
2016-03-27,부산광역시,159.0,9.5,4.3,16.2,,11.0,3.0
2016-03-28,부산광역시,159.0,11.8,6.7,18.3,,11.6,3.0
2016-03-29,부산광역시,159.0,13.3,10.1,16.3,,4.9,3.0
2016-03-30,부산광역시,159.0,15.0,12.4,19.6,,9.3,3.0
2016-03-31,부산광역시,159.0,14.8,11.1,19.3,,5.4,3.0
2016-04-01,부산광역시,159.0,16.1,11.0,22.0,,11.4,4.0
2016-04-02,부산광역시,159.0,15.1,11.4,18.8,,7.1,4.0
2016-04-03,부산광역시,159.0,14.2,11.5,18.0,0.9,0.0,4.0
